17Networks_LH_VisCent_ExStr_1,17Networks_LH_VisCent_ExStr_2,17Networks_LH_VisCent_Striate_1,17Networks_LH_VisCent_ExStr_3,17Networks_LH_VisCent_ExStr_4,17Networks_LH_VisCent_ExStr_5,17Networks_LH_VisPeri_ExStrInf_1,17Networks_LH_VisPeri_ExStrInf_2,17Networks_LH_VisPeri_ExStrInf_3,17Networks_LH_VisPeri_StriCal_1,17Networks_LH_VisPeri_ExStrSup_1,17Networks_LH_VisPeri_ExStrSup_2,17Networks_LH_SomMotA_1,17Networks_LH_SomMotA_2,17Networks_LH_SomMotA_3,17Networks_LH_SomMotA_4,17Networks_LH_SomMotA_5,17Networks_LH_SomMotA_6,17Networks_LH_SomMotA_7,17Networks_LH_SomMotA_8,17Networks_LH_SomMotB_Aud_1,17Networks_LH_SomMotB_Aud_2,17Networks_LH_SomMotB_S2_1,17Networks_LH_SomMotB_S2_2,17Networks_LH_SomMotB_Aud_3,17Networks_LH_SomMotB_S2_3,17Networks_LH_SomMotB_Cent_1,17Networks_LH_SomMotB_Cent_2,17Networks_LH_DorsAttnA_TempOcc_1,17Networks_LH_DorsAttnA_TempOcc_2,17Networks_LH_DorsAttnA_ParOcc_1,17Networks_LH_DorsAttnA_SPL_1,17Networks_LH_DorsAttnA_SPL_2,17Networks_LH_DorsAttnA_SPL_3,17Networks_LH_DorsAttnB_PostC_1,17Networks_LH_DorsAttnB_PostC_2,17Networks_LH_DorsAttnB_PostC_3,17Networks_LH_DorsAttnB_PostC_4,17Networks_LH_DorsAttnB_FEF_1,17Networks_LH_SalVentAttnA_ParOper_1,17Networks_LH_SalVentAttnA_Ins_1,17Networks_LH_SalVentAttnA_FrOper_1,17Networks_LH_SalVentAttnA_FrOper_2,17Networks_LH_SalVentAttnA_ParMed_1,17Networks_LH_SalVentAttnA_FrMed_1,17Networks_LH_SalVentAttnA_FrMed_2,17Networks_LH_SalVentAttnB_IPL_1,17Networks_LH_SalVentAttnB_PFCl_1,17Networks_LH_SalVentAttnB_Ins_1,17Networks_LH_SalVentAttnB_PFCmp_1,17Networks_LH_LimbicB_OFC_1,17Networks_LH_LimbicB_OFC_2,17Networks_LH_LimbicA_TempPole_1,17Networks_LH_LimbicA_TempPole_2,17Networks_LH_LimbicA_TempPole_3,17Networks_LH_LimbicA_TempPole_4,17Networks_LH_ContA_Temp_1,17Networks_LH_ContA_IPS_1,17Networks_LH_ContA_IPS_2,17Networks_LH_ContA_IPS_3,17Networks_LH_ContA_PFCd_1,17Networks_LH_ContA_PFClv_1,17Networks_LH_ContA_PFCl_1,17Networks_LH_ContA_PFCl_2,17Networks_LH_ContA_PFCl_3,17Networks_LH_ContA_Cingm_1,17Networks_LH_ContB_Temp_1,17Networks_LH_ContB_IPL_1,17Networks_LH_ContB_PFCl_1,17Networks_LH_ContB_PFClv_1,17Networks_LH_ContB_PFClv_2,17Networks_LH_ContC_pCun_1,17Networks_LH_ContC_pCun_2,17Networks_LH_ContC_Cingp_1,17Networks_LH_DefaultA_IPL_1,17Networks_LH_DefaultA_PFCd_1,17Networks_LH_DefaultA_pCunPCC_1,17Networks_LH_DefaultA_pCunPCC_2,17Networks_LH_DefaultA_pCunPCC_3,17Networks_LH_DefaultA_PFCm_1,17Networks_LH_DefaultA_PFCm_2,17Networks_LH_DefaultA_PFCm_3,17Networks_LH_DefaultB_Temp_1,17Networks_LH_DefaultB_Temp_2,17Networks_LH_DefaultB_Temp_3,17Networks_LH_DefaultB_Temp_4,17Networks_LH_DefaultB_IPL_1,17Networks_LH_DefaultB_PFCd_1,17Networks_LH_DefaultB_PFCd_2,17Networks_LH_DefaultB_PFCd_3,17Networks_LH_DefaultB_PFCd_4,17Networks_LH_DefaultB_PFCv_1,17Networks_LH_DefaultB_PFCv_2,17Networks_LH_DefaultB_PFCv_3,17Networks_LH_DefaultB_PFCv_4,17Networks_LH_DefaultC_IPL_1,17Networks_LH_DefaultC_Rsp_1,17Networks_LH_DefaultC_PHC_1,17Networks_LH_TempPar_1,17Networks_LH_TempPar_2,17Networks_RH_VisCent_ExStr_1,17Networks_RH_VisCent_ExStr_2,17Networks_RH_VisCent_Striate_1,17Networks_RH_VisCent_ExStr_3,17Networks_RH_VisCent_ExStr_4,17Networks_RH_VisCent_ExStr_5,17Networks_RH_VisPeri_ExStrInf_1,17Networks_RH_VisPeri_ExStrInf_2,17Networks_RH_VisPeri_StriCal_1,17Networks_RH_VisPeri_ExStrSup_1,17Networks_RH_VisPeri_ExStrSup_2,17Networks_RH_VisPeri_ExStrSup_3,17Networks_RH_SomMotA_1,17Networks_RH_SomMotA_2,17Networks_RH_SomMotA_3,17Networks_RH_SomMotA_4,17Networks_RH_SomMotA_5,17Networks_RH_SomMotA_6,17Networks_RH_SomMotA_7,17Networks_RH_SomMotA_8,17Networks_RH_SomMotA_9,17Networks_RH_SomMotA_10,17Networks_RH_SomMotA_11,17Networks_RH_SomMotB_Aud_1,17Networks_RH_SomMotB_Aud_2,17Networks_RH_SomMotB_S2_1,17Networks_RH_SomMotB_S2_2,17Networks_RH_SomMotB_S2_3,17Networks_RH_SomMotB_S2_4,17Networks_RH_SomMotB_Cent_1,17Networks_RH_DorsAttnA_TempOcc_1,17Networks_RH_DorsAttnA_ParOcc_1,17Networks_RH_DorsAttnA_SPL_1,17Networks_RH_DorsAttnA_SPL_2,17Networks_RH_DorsAttnA_SPL_3,17Networks_RH_DorsAttnA_SPL_4,17Networks_RH_DorsAttnB_PostC_1,17Networks_RH_DorsAttnB_PostC_2,17Networks_RH_DorsAttnB_PostC_3,17Networks_RH_DorsAttnB_PostC_4,17Networks_RH_DorsAttnB_FEF_1,17Networks_RH_SalVentAttnA_ParOper_1,17Networks_RH_SalVentAttnA_PrC_1,17Networks_RH_SalVentAttnA_Ins_1,17Networks_RH_SalVentAttnA_Ins_2,17Networks_RH_SalVentAttnA_FrOper_1,17Networks_RH_SalVentAttnA_FrMed_1,17Networks_RH_SalVentAttnA_ParMed_1,17Networks_RH_SalVentAttnA_ParMed_2,17Networks_RH_SalVentAttnA_FrMed_2,17Networks_RH_SalVentAttnB_IPL_1,17Networks_RH_SalVentAttnB_PFClv_1,17Networks_RH_SalVentAttnB_PFCl_1,17Networks_RH_SalVentAttnB_Ins_1,17Networks_RH_SalVentAttnB_Ins_2,17Networks_RH_SalVentAttnB_PFCmp_1,17Networks_RH_LimbicB_OFC_1,17Networks_RH_LimbicB_OFC_2,17Networks_RH_LimbicB_OFC_3,17Networks_RH_LimbicB_OFC_4,17Networks_RH_LimbicA_TempPole_1,17Networks_RH_LimbicA_TempPole_2,17Networks_RH_LimbicA_TempPole_3,17Networks_RH_LimbicA_TempPole_4,17Networks_RH_ContA_IPS_1,17Networks_RH_ContA_IPS_2,17Networks_RH_ContA_PFCd_1,17Networks_RH_ContA_PFCl_1,17Networks_RH_ContA_PFCl_2,17Networks_RH_ContA_Cingm_1,17Networks_RH_ContB_Temp_1,17Networks_RH_ContB_Temp_2,17Networks_RH_ContB_IPL_1,17Networks_RH_ContB_IPL_2,17Networks_RH_ContB_PFCld_1,17Networks_RH_ContB_PFCld_2,17Networks_RH_ContB_PFClv_1,17Networks_RH_ContB_PFClv_2,17Networks_RH_ContB_PFCmp_1,17Networks_RH_ContB_PFCld_3,17Networks_RH_ContC_pCun_1,17Networks_RH_ContC_pCun_2,17Networks_RH_ContC_Cingp_1,17Networks_RH_DefaultA_IPL_1,17Networks_RH_DefaultA_PFCd_1,17Networks_RH_DefaultA_pCunPCC_1,17Networks_RH_DefaultA_PFCm_1,17Networks_RH_DefaultA_PFCm_2,17Networks_RH_DefaultA_PFCm_3,17Networks_RH_DefaultB_Temp_1,17Networks_RH_DefaultB_AntTemp_1,17Networks_RH_DefaultB_PFCd_1,17Networks_RH_DefaultB_PFCv_1,17Networks_RH_DefaultC_IPL_1,17Networks_RH_DefaultC_Rsp_1,17Networks_RH_DefaultC_PHC_1,17Networks_RH_TempPar_1,17Networks_RH_TempPar_2,17Networks_RH_TempPar_3,17Networks_RH_TempPar_4,gene
0.07678101778352488,0.02543986679783955,0.12886946099424096,0.0579484006470501,0,0.23129457433833245,0.24326095257076077,0.0125842548871902,NA,0.03634457069637413,0,0.0699698766307555,0.0300977930927177,0,NA,0,NA,0,0.01670909874126318,NA,0.299596200674098,0,0.633587159979274,0.17288465629469202,9.7539772311428e-4,NA,0,0.219342713212438,0.27989729945570696,0.096674488657074,0.20480287610948125,0.2632880794132975,0,NA,0,NA,0,0,0,0.370347697414926,0.30479748524996997,0.257261068929041,0.330869327454812,0.302360070191267,0,0,NA,0.430940210412081,0.1165454187441455,0,0.402291647492724,0.17715479203484572,0.4862209513781369,0.33983090747546085,0.295694215773642,0.7988624925900181,0.22470970501911583,0.1098455085257441,0,0,0,0,0.25271913192476736,0.108468334623328,0.0659954257838435,0,0.3910149356105975,NA,0,0.305507289038601,0.4970006358415935,0.0432865237079956,NA,0,0.143898672163478,0.5088022191920376,0,NA,0.280599916416634,0.191466188631763,0.420071852189179,0.21074075875973722,0.22292758478302296,0.15743569869126525,0.4570176486677754,0.24543381837718065,NA,0.2822661881896523,0,0.15860126191540597,0,0.402196428848931,0.28355581277896347,0.457485593656218,0,0.244995681437773,0.3898347940856355,0.462262112221756,0.13919371348226967,0.2604674793507302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_Ex1
0.1127184206831939,0,0.14827396294596662,0.2781903849722326,0,0.08676823023461856,0,0.2028267716343765,NA,0.32345628027688145,0,0.11700275520038017,0.079017621379183,0.2681244874592327,NA,0.14746183669174898,NA,0,0.19664667153779186,NA,0.16268532961436555,0.06268967249165656,0.0166131214370157,0.0694106182652244,0,NA,0.11821721513776365,0.189684711525272,0.0330445609569733,0.057595791529085,0.28027421085211274,0.092615300924905,0.321029433476935,NA,0,NA,0,0.1957443732715612,0,0.0479496362319212,0,0,0.0725847978688936,0.105633677459571,0.032278447251180765,0.0888287210865081,NA,0,0,0,0.0521712150271382,0.01764191989150602,7.0013216397905e-5,0.007703950993080466,0,0,0.036111568980294564,0.2120892115293205,0,0.35389768453228,0.13517533002828303,0.389030518515415,0.27384849299499964,0.0751530597036891,0.3270002404770145,0,0.0512641793744815,NA,0,0.0938089397161885,0.0880658571220571,0.246331517679281,NA,0.01441055116874465,0.225929576521673,0.19834239431199652,0.1270456711482565,NA,0.0344989155127545,0,0.24010717523597,0.04879698000143592,0,0,0.03040669026485994,0,NA,0.058230086424046666,0.0467493351546295,0.41046278184566864,0,0.0617252775156658,0.1054489429841869,0.2107281173620875,0.11183908316557689,0.34069153759336046,0.2017682349697105,0,0.06389721590845857,0.10606905327758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_Ex2
0,0.111923885907763,0.0328000358191862,0,0,0.049336571752751114,0.17022208699908364,0.04075792480832445,NA,0.009867492833383116,0,0.03279368431704928,0.104678429682331,0.06944673865450864,NA,0.10864819409974133,NA,0,0.12200210024629063,NA,0.0316086584986261,0.025731586359786066,0,0.07620051314586533,0,NA,0,0.270987890529517,0.09282730910175506,0.0758625101045305,0.03402540375309403,0,0,NA,0,NA,0,0.04573129501264875,0.158865526542562,0,0.009861704900081534,0.146177596463946,0.0978989160073584,0,0.127953815518967,0.399407297431767,NA,0,0.08307597371616801,0,0.0879682021428697,0.08341608671322966,0.04900814956096556,0.17538258616629165,0,0.01240205700072685,0.07421179923725171,0.051047366773614,0,0.153353344978188,0.06494759905943329,0.100700843490649,0.0903403086460762,0.256649404404569,0.0774961462743691,0,0.06669294965057022,NA,0.148968810135123,0.17487537993478403,0,0.196480407749549,NA,0.088447845651589,0.0121264687870649,0.015676988755616624,0.182215057528319,NA,0.319813676036794,0.03745798612868,0.0782374473000385,0.1292067910650785,0,0.030610958076610385,0,0.063291773789719,NA,0.13675444048242302,0.1607666198234265,0.10081715005076983,0.0476978280384097,0,0,0.14239225602544148,0.16775124324836602,0.051806784554937,0.040327512087664226,0.0678180383024457,0.11600992972057127,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_Ex3
0.149177027632512,0.2662474119199905,0.3296334692683557,0.3740258181637936,0,0.29417250329646355,0.399942349757964,0.467826205426972,NA,0.3578025928472228,0.238197115795108,0.24486314102687273,0,0.11918687861903597,NA,0.0719130270720638,NA,0,0.08378506483916598,NA,0.24594227445683822,0.06645087418129833,0.0576650907160532,0.0058148094397656,0.131001703728627,NA,0.0783038830322215,0,0.23450461356615188,0.1970695892139365,0.36921761089499927,0.14514816090624597,0.566928990712064,NA,0,NA,0,0.1043556225530605,0,0,0.08909288136584666,0,0,0,0.013676322208665935,0,NA,0.194332100811331,0.0208011794580605,0,0.105908095402428,0.09350014292752483,0.01497500736587905,0.0393327845396927,0,0,0.12453525161305086,0.1220150082303515,0,0.311094029831399,0,0.548768976590728,0.08685878252146796,0,0,0,0.23056468227682647,NA,0,0.15149498609894102,0.1362953193966959,0.292273122818874,NA,0.0118072259610693,0.172333790653495,0.013997222698848224,0.1308202158924875,NA,0.147234892045586,0,0.147825314034272,0.083992730418691,0.0224964470694766,0.0507808207983745,0.11487243985577444,0.06477260630385137,NA,0.085110831966813,0,0.014198883028555466,0,0.130504184712551,0.0103968009433455,0.09173767939354201,0.15593425879682726,0.314601379087704,0.26892481227716947,0.0898369581097455,0.2692816512121707,0.391294851902217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_Ex4
0.00479636156568912,0,0,0,0,0.035262600331777375,0.17236395759690948,0.0427171364398543,NA,0,0,0.09009850535423722,0.04793706796487475,0.10535808166902394,NA,0.02642441656465215,NA,0.178488050467073,0.104703629571025,NA,0.1198465987014943,0.15862379756586067,0,0.17704031225066644,0.0242521280450434,NA,0.2347855959938165,0.0109874184267036,0.05350872240315287,0.0397675097430497,0.023156336139879826,0.137138793803691,0,NA,0.0979015621286262,NA,0,0.066291613076137,0.222371404438217,0.00615943571786596,0,0.138014574595825,0.15640262341446,0.226519172282578,0.27303644023425233,0.324068701640213,NA,0.0215072341919549,0.1411723172919327,0,0.267463920473766,0.24806364713411602,0.04888614141594885,0.10488086988732954,0.0642441787821485,0.0669749571424908,0.15893373362579818,0.0360090806855177,0,0.164857771652643,0.26898024553082833,0.0658490428649575,0.0360992822402201,0.253563676228939,0.2416768068596065,0.225946314069377,0.011965949901931266,NA,0.2268094495521935,0.001918778570975895,0.00569434958557945,0.140539210356323,NA,0.344135643500584,0.399644485556326,0.027075120936905,0.117176623608347,NA,0,0.165150099870673,0,0.16849923522277294,0.029120497783206,0.11779048270900623,0.18964712617291202,0,NA,5.442994747112633e-4,0.39061910059757654,0.26226889505299233,0.287677098160627,0.297871293758304,0.005542194542003025,0.0363540570420835,0.2518751012516752,0,0.073723881233488,0.120703168412152,0.106377098438658,0.1588220114269605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_Ex5
0,0,0,0.01006036381475656,0,0.00454763869880261,0.083061475254886,0.015099741736084785,NA,0.013146552434058767,0,0,0.0937149476375425,0.023105190296288467,NA,0.09168961701800582,NA,0.281468940737111,0.088586599831288,NA,0.0226552396571571,0.06026611879888947,0,0.11672379949631366,0.0170606957783508,NA,0.1514229207110675,0,0.06355800412037917,0.0183785338779134,0.0022741556104368924,0,0,NA,0,NA,0,0.028324474493547424,0.00272838792253803,0,0.18730864890382867,0.254826544754536,0.0538737502838641,0,0.235536119677894,0.0512503215201655,NA,0,0.12209890804186074,0.20579057208925294,0.0357278570277094,0.08517769270214158,0,0.01585871105082668,0,0,0.01500723921075634,0,0,0,0.059783739285140094,0.161278910513106,0,0.10509710322155601,0,0,0,NA,0,0,0.00704433470150735,0.00532083869974891,NA,0.05707584062156665,0.00198428114881748,0,0,NA,0,0.18836595864577388,0,0.09251142674028376,0,0.00399479455066805,0,0,NA,0,0.05833471213543,0.039726080575082666,0,0.281523698460768,0.0012714827723024,0.00910982726784555,0.09494391152892034,0,0,0.0889262131108617,0.08202439427278227,0.076363527197218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_Ex6
0,0,0.04604972932884082,0.0204602148197222,0,0.017351995228687456,0.00577913351421615,0.029308371077694,NA,0.016329196124441333,0,0.01154991197265045,0.049719493168635553,0.0187661353812931,NA,0.03402102735109108,NA,0,0.05115731986684574,NA,0.044923546710216825,0.08991299979120333,0.120616164917577,0.09957607355884784,0.060189183721235,NA,0.049063008736553,0.0535764908718697,0.01967544535047695,0.0391446550918188,0.03252520255275827,0,0,NA,0,NA,0,0,0,0,0.15626424749048284,0.179575871991782,0.245150303153062,0.0335507789036811,0.06169165679364416,0,NA,0.0634944993249669,0.3879551440337785,0,0.0541761575630169,0.006748376110427131,0.013578232844004615,0.022774048358054085,2.20113561845245e-4,0.03434694505012985,0.01415612274845902,0,0,0.0231983534156439,0.045386288214174,0.046167135364144,0.086120682947427,0.137532045268992,0.03144826618158,0,0.0189179752623549,NA,0,0.0288678037079068,0.01513728995574505,0,NA,0,0.0233389287342567,0.0042665536087686,0.00874009461239885,NA,0.026449724840315,0.0025242352207855232,0,0.0433320318269782,0.0203787576852229,0.03499266854171512,0.003103997887491738,0.036938797666025265,NA,0,0,0.09829659223954533,0,0.108671931461908,0,0.03648936928296515,0.1889000298950652,0.00860670054328465,0.037140512940409896,0.0696892684702325,0.034166668438560734,0.0982121352164385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_Ex8
0.0077150083411065,0.0078994830490843,0.02059377603997388,0,0,0.013922563123408014,0.01501396943685655,0,NA,0,0,0,0.027959087349787044,0,NA,0,NA,0,0.01166998654556636,NA,0.010871971133121498,0.007171275747424266,0.0389597754636266,0.0021458076784829036,0,NA,0,0,0.06155577308888163,0.0201734642224803,0.005267838711801575,0,0,NA,0,NA,0.110488549184009,0.052769498238125996,0,0,0.09463700290211856,0.0223043338041485,0.0429891058326241,0.0021063359983675,0.021119420102560568,0,NA,0.033012986566877,0.013694679406287,0.020666108335618133,0.00958310110951943,0.08077864919503712,0.09731074538217632,0.089087417977741,0.08360434743530636,0.06860515682084595,0.029720892579955617,0,0.0134333418465917,0,0.005045936311608567,0,0.011324299659729734,0,0.03086193735651635,0.0555569432801864,0.00618987412101379,NA,0.04444332416114315,0.061112045865068146,0.04243687662764725,0,NA,0.00107386233272608,0,0.029994245061058848,0.0393216070071453,NA,0.0451707835894349,0.10310913638837357,0.0523142627233494,0.0588595639988285,0.006586868486639598,0.03823312490930335,0.027741340903814818,0.06088897511516084,NA,0.07522776672123647,0.0164291213149033,0,0,0.0200648364698258,0.07616216948101612,0.10034707754050975,0.0097746361093988,0,0.00972438640780675,0,0.0052890272420412,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_In1
0.0379543336939378,0.01005244933459635,0.0369305099345232,0,0.0409525543176264,0.025065208198275356,0.01057130955765545,0.022410687523966553,NA,0.056355071144866674,0.121756765676967,0.003474907832173075,0.0271974205874916,0.006894763772175933,NA,0.009393535140760034,NA,0,0.01946557758216102,NA,0.03116537294277548,0,0.068956145876197,0.00187685488498449,0.0454703421885862,NA,0.0281786684075647,0.0110309680628108,0.007326775110967203,0.0359531056581575,0.03097978426699782,0,0,NA,0,NA,0.00147450368918425,0,0,0.125249485094502,0.020073131906353566,0,0,0.0757099777136753,0,0,NA,0.0144945906974211,0.02585024232274715,0.016371565886493435,0.0344190221444756,0.0059262507781102204,0.0257541424345068,0.012867471658875333,0.017351128991673185,0.021168619238451102,0.0047558782453185205,0.02583403356778165,0,0,0.0020400739189133797,0.0212224292537222,0.009533184640023368,0,0,0,0.0442069054292853,NA,0,0.0549920770470064,0.0970726166477523,0,NA,9.37210750809335e-4,0,0.020484291316728555,0,NA,0.0364334942641488,0.057004098734618064,0.0519646306773823,0.0188195651930794,0.03157714286090577,0.0408396177155239,0.03845307833659668,0.009936635489450566,NA,0.00173024700541058,0,0.06823474863798133,0,0.00269446222050403,0.06024318558700133,0.0347419100958572,0,0.0173728249049912,0,0.020310632754078,0.017888772226975366,0.0124130129368694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_In3
0.0144375076218509,0,0.02895676147858262,0.0053569751521731195,0,0.02618882355514955,0.00384775068423384,0.0516253960959914,NA,0.028238999626640383,0.0187566812452983,0.018441062133063124,0.02255131043456945,0.04431621176501137,NA,0.02913604831293653,NA,0,0.047948145719845875,NA,0.04398870742395792,0.0048651761536481295,0,0.02057435287593779,0,NA,0,0.0694707249280437,0.006688991098984017,0,0.039423493866283126,0.0313843404280764,0,NA,0,NA,0,0.0018517970411191275,0,0.0692475017134867,0.0176537381118476,0,0,0.0751926715199958,0.0245966574459303,0.0208251025409598,NA,0,0,0.0039010879973542666,0.0400070588735147,0,0.017432380174890506,0.0038836272709167883,0.023513850524457078,0.009881841829716926,0.015725384909224538,0.01880784168718765,0,0,0.01585165688885876,0.0142826175075128,0.052327548440903565,0.00204003440906587,0,0,0.0217673291898474,NA,0,0.02400283463121235,0.01118937900647205,0.037895583212618,NA,0,0,0.03621827810858578,0.01138594614490355,NA,0.00336637469487863,0.0047538665384423,0.0499873774171046,0.003304791293564225,0.009689150411951725,0,0.02253174985167304,0,NA,0.0191611165846179,0,0.03670079373764093,0,0,0.03528202946486755,0.00314803214362673,0,0.031132230028713098,0.01106419041736005,0,0.008387441327235054,0.03546401249642115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_In4
