7Networks_LH_Vis_1,7Networks_LH_Vis_2,7Networks_LH_Vis_3,7Networks_LH_Vis_4,7Networks_LH_Vis_5,7Networks_LH_Vis_6,7Networks_LH_Vis_7,7Networks_LH_Vis_8,7Networks_LH_Vis_9,7Networks_LH_SomMot_1,7Networks_LH_SomMot_2,7Networks_LH_SomMot_3,7Networks_LH_SomMot_4,7Networks_LH_SomMot_5,7Networks_LH_SomMot_6,7Networks_LH_DorsAttn_Post_1,7Networks_LH_DorsAttn_Post_2,7Networks_LH_DorsAttn_Post_3,7Networks_LH_DorsAttn_Post_4,7Networks_LH_DorsAttn_Post_5,7Networks_LH_DorsAttn_Post_6,7Networks_LH_DorsAttn_PrCv_1,7Networks_LH_DorsAttn_FEF_1,7Networks_LH_SalVentAttn_ParOper_1,7Networks_LH_SalVentAttn_FrOperIns_1,7Networks_LH_SalVentAttn_FrOperIns_2,7Networks_LH_SalVentAttn_PFCl_1,7Networks_LH_SalVentAttn_Med_1,7Networks_LH_SalVentAttn_Med_2,7Networks_LH_SalVentAttn_Med_3,7Networks_LH_Limbic_OFC_1,7Networks_LH_Limbic_TempPole_1,7Networks_LH_Limbic_TempPole_2,7Networks_LH_Cont_Par_1,7Networks_LH_Cont_PFCl_1,7Networks_LH_Cont_pCun_1,7Networks_LH_Cont_Cing_1,7Networks_LH_Default_Temp_1,7Networks_LH_Default_Temp_2,7Networks_LH_Default_Par_1,7Networks_LH_Default_Par_2,7Networks_LH_Default_PFC_1,7Networks_LH_Default_PFC_2,7Networks_LH_Default_PFC_3,7Networks_LH_Default_PFC_4,7Networks_LH_Default_PFC_5,7Networks_LH_Default_PFC_6,7Networks_LH_Default_PFC_7,7Networks_LH_Default_pCunPCC_1,7Networks_LH_Default_pCunPCC_2,7Networks_RH_Vis_1,7Networks_RH_Vis_2,7Networks_RH_Vis_3,7Networks_RH_Vis_4,7Networks_RH_Vis_5,7Networks_RH_Vis_6,7Networks_RH_Vis_7,7Networks_RH_Vis_8,7Networks_RH_SomMot_1,7Networks_RH_SomMot_2,7Networks_RH_SomMot_3,7Networks_RH_SomMot_4,7Networks_RH_SomMot_5,7Networks_RH_SomMot_6,7Networks_RH_SomMot_7,7Networks_RH_SomMot_8,7Networks_RH_DorsAttn_Post_1,7Networks_RH_DorsAttn_Post_2,7Networks_RH_DorsAttn_Post_3,7Networks_RH_DorsAttn_Post_4,7Networks_RH_DorsAttn_Post_5,7Networks_RH_DorsAttn_PrCv_1,7Networks_RH_DorsAttn_FEF_1,7Networks_RH_SalVentAttn_TempOccPar_1,7Networks_RH_SalVentAttn_TempOccPar_2,7Networks_RH_SalVentAttn_FrOperIns_1,7Networks_RH_SalVentAttn_Med_1,7Networks_RH_SalVentAttn_Med_2,7Networks_RH_Limbic_OFC_1,7Networks_RH_Limbic_TempPole_1,7Networks_RH_Cont_Par_1,7Networks_RH_Cont_Par_2,7Networks_RH_Cont_PFCl_1,7Networks_RH_Cont_PFCl_2,7Networks_RH_Cont_PFCl_3,7Networks_RH_Cont_PFCl_4,7Networks_RH_Cont_Cing_1,7Networks_RH_Cont_PFCmp_1,7Networks_RH_Cont_pCun_1,7Networks_RH_Default_Par_1,7Networks_RH_Default_Temp_1,7Networks_RH_Default_Temp_2,7Networks_RH_Default_Temp_3,7Networks_RH_Default_PFCv_1,7Networks_RH_Default_PFCv_2,7Networks_RH_Default_PFCdPFCm_1,7Networks_RH_Default_PFCdPFCm_2,7Networks_RH_Default_PFCdPFCm_3,7Networks_RH_Default_pCunPCC_1,7Networks_RH_Default_pCunPCC_2,gene
NA,0,0.0253279182339815,0.29865937859588454,0.00414046832214455,0,0.1757186811914465,0.20793648236144074,0,0,0.1849164247793585,0,0,0,0.020959602437213582,0.2659630554292955,NA,0.1358467406119231,0.394340387799554,0.36524448367638845,0.001918617142430955,0.4851692924938785,0.07248601032808717,0.239188881706436,1.11591403952656,0.153900823693824,0.308850237776784,0.10828000401977506,0,0,0.1619394774214067,0.5074114061693131,0.2959634258112601,0.39870359359980745,0.10968116266408301,0.380262235685542,0.228555430967551,0.210536465426387,0.7164911525809843,0.186326210491232,0.27211141517442233,NA,0.18755268102023417,0.2748620862686291,0.35938285604558373,0.4747138267785372,NA,0,0.366472942115348,NA,0.5414616803150727,0.014068410742572967,0.2866593571912732,0.07896077522214386,0,0.16386464054133834,0.2214967042988655,NA,0.15153888652447933,0.43217380945740347,0,0,0,0,NA,0,0.4250144549607825,NA,0.37093959294704437,0.220378089462846,0.2059881552457605,NA,0.0337960866761446,0.22050959765437966,NA,0.3191981636177385,0.1668384634196408,0.228113418304103,0.3530865227953482,0.43352355749226656,0.0297611287861378,0,0.45034829148770955,0.1553247655132757,0.5401402213975219,NA,0.1823110282478605,0.1105055170149212,0.635110291541152,0.37450634754301665,0.27525020788635696,0.40933110584577626,0.1351960438159868,0.1222181930105765,0,0.3660708303263559,0.7611029205584581,0.08993130121893443,0,0,VIS_Ex1
NA,0.2112409790047287,0.3215834765011545,0.3051237367963545,0.5952351921242642,0.3923959702874,0.08997796850304476,0.275439216033326,0.738582876368057,0.372068328284762,0.14081319598522551,0,0,0.36270327648974077,0.436736294054839,0.06588892104376712,NA,0.0357385963876065,0.2791986424366935,0,0.1634647185790615,0.1920294108073455,0.3051368906867205,0.224507137530571,0,0.0441568661271706,0.1718993752027462,0.10929028439469951,0.413815131551104,0,0.0350696174611358,0.018790917218883,0,0.15898020385039302,0.2959382314647503,0.284040953888148,0.0300651031023404,0,0.102917129887327,0.087215281739139,0.07857019655790483,NA,0.0337134564845693,0.02356773057856505,0,0.05810900773593472,NA,0.1779721811587615,0,NA,0,0.14510957113090858,0.04612436181410768,0.32244826305503915,0.429376049793301,0.14463712425195632,0.21686359525697785,NA,0.25303246728479234,0.0955450089211065,0,0.45540423852161105,0.18612496169912918,0.16437329931882178,NA,0.4211226640237753,0.126738592827826,NA,0.2204879814110975,0.186826906427481,0.00193412153032152,NA,0.275975100837489,0.16088230820181468,NA,0.034942377371483,0.19632594354912278,0.04872680891119875,0.021831743393431677,0.007158249994024758,0.452023134099478,0,0.025276234751442,0.47101954422288733,0.1063667933173715,NA,0.382122889143165,0.1523285361477586,0,0.07333017863652173,0.07074183160386725,0,0.09290407317946414,0.3372700547181885,0,0.04035273395362389,0,0.2515010122230478,0,0.1390876826546685,VIS_Ex3
NA,0.3818813131850865,0.456909491490445,0.7697607148499614,0.629477166446175,0.36796841450114,0.515719765759015,0.613426984493359,0.603527889223241,0.15143028106273615,0.223793306501874,0,0,0.12850600031054274,0.03865997732552298,0.22628423941349154,NA,0.250075441675652,0.2433751991722205,0.38632335093257253,0.18537316603288195,0,0.008269953038651016,0.0933202805053111,0,0,0.02652323990795295,0,0.1658377288401834,0,0,0.008826768487311733,0.014541142789032993,0.290272978762592,0.0442580376872024,0.424282852094941,0,0,0.1754629218969868,0.27306774350078133,0.33376692776461864,NA,0,0.0108193315723499,0.04444353223882325,0.08729052286126691,NA,0,0.275058987948704,NA,0.04105210255180683,0.3277681626867607,0.24115553634610365,0.6021915130213766,0.6102003129290288,0.27960202575790166,0.4579890072119215,NA,0.20588745792527366,0,0.099020647251729,0.284168117468006,0.044201448768293995,0.1876864034791558,NA,0.028437707039766214,0.256972306957778,NA,0.298472984419694,0.381160117563698,0.3017558416169415,NA,0,0.40182935190555236,NA,0.003696944190112857,0.03124000032987775,0,0.024302697618558772,0.025516418445729917,0.24467864611525,0,0.06367936946401007,0.0545554547401939,0.048313199162839,NA,0.2809699509985415,0,0.403360533824753,0.26770052280153833,0.07547624527486593,0.036013397136188,0.07196039790173804,0.0381992926454867,0,0.005114029813286555,0,0.0012526531945585959,0,0.1739832086009585,VIS_Ex4
NA,0.022843567236496724,0,0,0,0.12097239472582866,0.17548054021243098,0,0,0.0428047328798642,0.2106848303874135,0.12367399223770865,0,0.00446865237773836,0.1898587366084236,0.09799227894890325,NA,0.0866134439468135,0.071057412322097,0.24775937887232152,0.17678562803814502,0.04170110107177075,0.32499412813511996,0.547899309832717,0,0.1067154101583775,0.06822417748939555,0.06625891478520766,0.21640535048205334,0.317740006392291,0.09653749187206036,0.3051843175961843,0.1163543359360138,0.2466333153327375,0.257696457973551,0,0.67208729178669,0.1362734386238675,0.022782326524813868,0.0043581860397305,0.127298746913523,NA,0,0.2080211160163178,0,0.17954471601912986,NA,0,0.317086077534333,NA,0.28581916792995066,0.18468347713292915,0.131537955987183,0.0083981334368224,0,0.07847988990156433,0.075450591275007,NA,0.02332100006459607,0.2555059070767785,0.0978356077712348,0,0.0817812789137264,0.04796652432374488,NA,0.18193896950873292,0,NA,0.0935762635929332,0.1182882648543145,0.137616435880693,NA,0.122203789509469,0.059017685489618665,NA,0.10692450354169519,0.23280970143205984,0.1709007942190764,0.21637081640823413,0.07800680799078084,0.127248871393878,0.341405349129107,0.050994487419070915,0.1116120586110755,0.0526713778119525,NA,0,0.28359466381086995,0,0.22678064053228633,0.3286578272124965,0.01536360276792585,0.1277821409584654,0.2294254421276145,0,0.2043049431873335,0,0.09721177324220588,0.374073684912416,0.107365450594467,VIS_Ex5
NA,0.02555712397965475,0,0.0402829421498954,0,0.023763720231702836,0.016252193762723948,0,0,0.00485872990431036,0.03017416859957515,0.12513945852850666,0.111373699238177,0.0260125001571885,0.016253265090346615,0.054751979866608985,NA,0.02719178954863095,0,0.102311304339485,0.0947153482559945,0,0.014542018288123267,0.139055680935054,0,0,0,0.18728030861256126,0,0.213447244016193,0.015530761835903925,0.17398030884576016,0.08464194740673231,0.01393798350382465,0.05608952326220073,0,0.156552556346651,0,0.0858697308050759,0.04878510912166987,0.07401526053119584,NA,0.03881516500237823,0.14324337569799944,0,0.06044697749495142,NA,0.21273489998897277,0.118069934842461,NA,0.04792697576752067,0.049576008719776944,0.041408507293341015,0,0.00314498607479355,0.0331007786805204,0.053850491701771,NA,0.025659525054102534,0.13168853521602844,0.198787357420549,0.00424950139998707,0.09334973154828824,0.032281659444031136,NA,0.03934952423449394,0,NA,0.0099308823722995,0.0883209190935725,0.0451080216738176,NA,0,0,NA,0.12706614000081454,0.017551107481448076,0.17917334416489175,0.05888087610955358,0.061953894511499345,0,0,0.005861637026172643,0,0.0198699419721298,NA,0.0059857665006532,0.1430192919311272,0,0.009700546533825,0.11168853226392943,0.02730182120853675,0.00306358988950608,0,0.0304756618048829,0.11938500413682333,0,0.033899796421137954,0.135876410242059,0,VIS_Ex6
NA,0.017502169395180876,0.03535704704356435,0,4.159673006720125e-4,0.07956247067456107,0.023662826108640875,0.006392535962110275,0,0.06971002593143028,0.2028733574580331,0.16743896391777666,0.03211128517372,0.07903798050464217,0.07930103461250415,0.032114641171746276,NA,0.005464377290787925,0.0170684483573928,0,0.18946144103289153,0.0498533675746165,0.06328386511208592,0,0,0.363611000043728,0.055507601290809,0.029643909031784734,0.08066102428677041,0,0.032555387997589044,0.006872299677106787,0.027291781858148664,0,0.0874251531920854,0,0,0.12566471563195192,0,0.020414571427615172,0,NA,0.10816263648624597,0.06548786117033192,0,0.016751490460799556,NA,0,0,NA,0,0.004927741325283883,0,0.00894436939857538,0.018952322192918546,0.04722026365533833,0,NA,0.033906205443726,0.12257288844210394,0.082280342895877,0.10802309807934025,0.14286316410547933,0.04410374395917798,NA,0.07240610348916562,0,NA,0.034994697800347196,0,0.0533152298899055,NA,0.1050366954074985,0.029286219564089166,NA,0.19562466484017188,0.0852931026044722,0.05190509627969025,0.045573039056198264,0.02503338670660421,0.131965639712265,0,9.232307332728485e-4,0.08638201835901417,0,NA,0.01668953224482915,0.06657686861231472,0,0.0118701382086894,0.0306762121231784,0.07860966282740592,0.0381801387205089,0.0553700902170305,0.070825464312271,0.04591563263596652,0,0.03798893625897746,0.252309143049768,0.0540950218255515,VIS_Ex8
NA,0.01314639439541335,0.0672243928689995,0,0,0.047434833278574666,0,0,0,0.018423473675273038,0.0247423701661701,0.05092403395045513,0,0.012197432342795715,0.010659724891465917,0.009602891883423113,NA,0.01490535569236585,0.00550006476848535,0.001069287730138575,0,0.06255948351071,6.277834144024066e-4,0,0.152826643688588,0.15477367260896246,0.0769238411276786,0.20876941270099678,0.0413539467109325,0.00529108295768063,0.08317367192613037,0.08099960475642617,0.07174544884449845,0,0.06691736048504882,0,0.0127289654069508,0.2031221506618745,0.0247150215445988,0.008134678073529734,0.030935093256829166,NA,0.11117129797058235,0.13168234364653275,0.07734066072426105,0.019860877602668928,NA,0.0409687984625689,0,NA,0.07939753599325984,0.026841127503981734,0.022759138095284653,0,0,0.0290288567237777,0,NA,0,0.06127964378641305,0,0,0,0,NA,0,0.03541349440616225,NA,0.02339257154387798,0,0,NA,0.00144662708310465,0.0125758444209162,NA,0.09897426456187439,0.07180255734218392,0.14841252797262225,0.10360561012731376,0.08540055661379363,0.020887833728608,0.186928209090671,0.06564685457759421,0.04929146376266447,0.1639587062734224,NA,0,0.11082613310013026,0,0.012014497257335567,0.06924068083914817,0.12789113651669112,0.0593106120064759,0.0755123030243019,0.29259941557789393,0.12161014511517536,0.057356067797211,0.02008726157535627,0,0.11104137645756726,VIS_In1
NA,0.0401935410171374,0.01021142288524715,0.081985378483547,0.042756840077241225,0.01046050626064516,0.030867825484175153,0.042975655354067104,0.0330065316552264,0.02523743498428962,0.0061860928360092,0,0,0.02348573205572934,0.02129413595156436,0.03844374827388134,NA,0.07038053972418445,0.03094135689124585,0.0188366024536487,0.001802397705416845,0.0315562775214757,0.030823956151737233,0.0150334734191576,0,0,0,0.0032787202725226834,0.0134089754352973,0.013659352482511,4.977559043643575e-4,0.013214544059687,0.006675751555366001,0.039479258577852144,0.024539479686824225,0.0960850494769052,0,0,0.0420130809886022,0.0486656554633617,0.017214855547959977,NA,0.027813472760479782,0.00161193953582036,0.014416347891029324,0.04720586093443985,NA,0.154151938880201,0.00791091781154511,NA,0,0.05456069894634573,0.016634371299570905,0.051003053826099334,0.06671806748008602,0.024739937085726388,0.0886792626982496,NA,0.017168886274642498,0,0,0.01508380579348995,0.0280405266737557,0.03494376456107616,NA,0.042652035080420155,0.01344375638231485,NA,0.02867728412743202,0.0727438413000619,0.009976747406617146,NA,0.00135379482227453,0.015170787611995567,NA,0.004461900751182386,0.0180245743693398,0.0069996589622881,0.003371590337172989,0.005503879927125079,0,0,0.019438156005098642,0.008538539503071358,0.001704132834155715,NA,0.03790339651271685,0.023678209614371705,0.151330199655018,0.012500716994968917,0.01499799002312705,0.014236032568945425,0.00525848575431796,0.01317598020393705,0,0.0020076767008704445,0.0446668143375791,0.027429895195961652,0,0.00573579389637155,VIS_In2
NA,0.0112344287402809,0,0.06692932023822265,0.0770828549690671,0.0033661221425136667,0.0099754389756318,0.020161865751567525,0.0138302144075823,0,0,0.06506293110341034,0,0,0.003320312270731117,0.03323335818873067,NA,0.07665699516188718,0.058013477747084145,0.004181799652494345,0.00541292521963905,0.0717002778845965,0.0067446401937869835,0,0.0221603811211273,0.00259512458941519,0.01808495146829325,0.01996636672489056,0,0.0668046334889557,0.019338762432710817,0.005114469538542908,0.03718540885858132,0,0.014220137779759825,0.0612861427853034,0.0698314138356363,0,0.023484909841733303,0.059792287533789464,0.02859827706777426,NA,0.03468537796106775,0.07945370848602205,0.07368234364530893,0.10530399235246501,NA,0.0203289278109042,0.00940745059222005,NA,0.018723677805347966,0.0200000797655575,0.040042255248560234,0.040228406774159536,0.017036379999347373,5.620463256488167e-4,0.00673400043094026,NA,0.027597490484486648,0.01383793856331785,0.101798282375655,0.02588524338467435,0,0.0027462462054212,NA,0.006822453214798282,0.02670023777352635,NA,0.024695920550774596,0,0.0638963454222375,NA,0,0.010616426653082836,NA,0.03939975681915139,0.030068509500983498,0.01737790081878988,0.0285339894179433,0.05461860127631166,0,0,0.0674844362649967,0.0027082807470766666,0,NA,0.03010757013710455,0.022301308933731702,0.0745861505900357,0.0036913391561638467,0.025728279854903814,0.059666221341555824,0.02512658372455792,0,0.00106097143158936,0.028840867827253897,0.16729047028555497,0.01583144866210936,0,0.022104765224762127,VIS_In3
NA,0.010845613843248725,0.061107445486038345,0.041913361322829606,0.04316958760648968,0.0246659555891171,0.012913854288120623,0.052947223151649646,0.0535530473606048,0.0402225705037143,0.01232753215514865,0.042877792768336004,0,0.03777182271815766,0.037394296172829626,0.024142978745595026,NA,0,0.029749632301904312,0.04917036450054239,0.02412703706742915,0,0.012026259170002683,0.0070133259730734,0.0293799430755525,0,0.02599584125689255,0.02862729163882336,0.04062029849051965,0.0427403052409272,0.0067762845028340665,0.009779055819799232,0.014956944652762663,0.02063711113768555,0.014892025651006053,0.059962474673998,0.00153071395096552,0.00758758556134305,0.030902261160854098,0.02448927959698963,0.01491765121523365,NA,0.007864585303896601,0.01292503246673364,0,0.02421907860681597,NA,0,0,NA,0.0034417609275756334,0.013594707270307897,0.0194643712260549,0.04931192328165062,0.027490282038229674,0.007025865116222899,0.015249851092357651,NA,0.0539660539864416,0.020467097401620216,0,0.0055868844448501,0.018461883772419634,0.004865379072118,NA,0.033364167332069074,3.01128637612875e-4,NA,0.01161422068015027,6.8682205105008e-4,0.01062609812290265,NA,0.02600669911467915,0.03719006782375877,NA,0.016478621113807573,0.027128074394774424,0.055871481478371905,0.01732471749851793,0.00738237121713611,0.051185120157467,0.0285143729543035,0.004601521868389372,0.0463332297806356,0.02909679261513335,NA,0.043455380501616,0.02155973239001772,0.0680871622062848,0.024814995937555418,0.014180137266637234,0.012519691808417124,0.024687040857445698,0.02370244504310635,0,0.030592757501945053,0.0079472683527697,0.0221948570343934,0,0.02355479770652051,VIS_In4
