7Networks_LH_Vis_1,7Networks_LH_Vis_2,7Networks_LH_Vis_3,7Networks_LH_Vis_4,7Networks_LH_Vis_5,7Networks_LH_Vis_6,7Networks_LH_Vis_7,7Networks_LH_Vis_8,7Networks_LH_Vis_9,7Networks_LH_Vis_10,7Networks_LH_Vis_11,7Networks_LH_Vis_12,7Networks_LH_Vis_13,7Networks_LH_Vis_14,7Networks_LH_SomMot_1,7Networks_LH_SomMot_2,7Networks_LH_SomMot_3,7Networks_LH_SomMot_4,7Networks_LH_SomMot_5,7Networks_LH_SomMot_6,7Networks_LH_SomMot_7,7Networks_LH_SomMot_8,7Networks_LH_SomMot_9,7Networks_LH_SomMot_10,7Networks_LH_SomMot_11,7Networks_LH_SomMot_12,7Networks_LH_SomMot_13,7Networks_LH_SomMot_14,7Networks_LH_SomMot_15,7Networks_LH_SomMot_16,7Networks_LH_DorsAttn_Post_1,7Networks_LH_DorsAttn_Post_2,7Networks_LH_DorsAttn_Post_3,7Networks_LH_DorsAttn_Post_4,7Networks_LH_DorsAttn_Post_5,7Networks_LH_DorsAttn_Post_6,7Networks_LH_DorsAttn_Post_7,7Networks_LH_DorsAttn_Post_8,7Networks_LH_DorsAttn_Post_9,7Networks_LH_DorsAttn_Post_10,7Networks_LH_DorsAttn_FEF_1,7Networks_LH_DorsAttn_FEF_2,7Networks_LH_DorsAttn_PrCv_1,7Networks_LH_SalVentAttn_ParOper_1,7Networks_LH_SalVentAttn_ParOper_2,7Networks_LH_SalVentAttn_ParOper_3,7Networks_LH_SalVentAttn_FrOper_1,7Networks_LH_SalVentAttn_FrOper_2,7Networks_LH_SalVentAttn_FrOper_3,7Networks_LH_SalVentAttn_FrOper_4,7Networks_LH_SalVentAttn_PFCl_1,7Networks_LH_SalVentAttn_Med_1,7Networks_LH_SalVentAttn_Med_2,7Networks_LH_SalVentAttn_Med_3,7Networks_LH_Limbic_OFC_1,7Networks_LH_Limbic_OFC_2,7Networks_LH_Limbic_TempPole_1,7Networks_LH_Limbic_TempPole_2,7Networks_LH_Limbic_TempPole_3,7Networks_LH_Limbic_TempPole_4,7Networks_LH_Cont_Par_1,7Networks_LH_Cont_Par_2,7Networks_LH_Cont_Par_3,7Networks_LH_Cont_Temp_1,7Networks_LH_Cont_PFCl_1,7Networks_LH_Cont_PFCl_2,7Networks_LH_Cont_PFCl_3,7Networks_LH_Cont_PFCl_4,7Networks_LH_Cont_PFCl_5,7Networks_LH_Cont_PFCl_6,7Networks_LH_Cont_pCun_1,7Networks_LH_Cont_Cing_1,7Networks_LH_Cont_Cing_2,7Networks_LH_Default_Temp_1,7Networks_LH_Default_Temp_2,7Networks_LH_Default_Temp_3,7Networks_LH_Default_Temp_4,7Networks_LH_Default_Temp_5,7Networks_LH_Default_Temp_6,7Networks_LH_Default_Temp_7,7Networks_LH_Default_Temp_8,7Networks_LH_Default_Temp_9,7Networks_LH_Default_PFC_1,7Networks_LH_Default_PFC_2,7Networks_LH_Default_PFC_3,7Networks_LH_Default_PFC_4,7Networks_LH_Default_PFC_5,7Networks_LH_Default_PFC_6,7Networks_LH_Default_PFC_7,7Networks_LH_Default_PFC_8,7Networks_LH_Default_PFC_9,7Networks_LH_Default_PFC_10,7Networks_LH_Default_PFC_11,7Networks_LH_Default_PFC_12,7Networks_LH_Default_PFC_13,7Networks_LH_Default_PCC_1,7Networks_LH_Default_PCC_2,7Networks_LH_Default_PCC_3,7Networks_LH_Default_PCC_4,7Networks_LH_Default_PHC_1,7Networks_RH_Vis_1,7Networks_RH_Vis_2,7Networks_RH_Vis_3,7Networks_RH_Vis_4,7Networks_RH_Vis_5,7Networks_RH_Vis_6,7Networks_RH_Vis_7,7Networks_RH_Vis_8,7Networks_RH_Vis_9,7Networks_RH_Vis_10,7Networks_RH_Vis_11,7Networks_RH_Vis_12,7Networks_RH_Vis_13,7Networks_RH_Vis_14,7Networks_RH_Vis_15,7Networks_RH_SomMot_1,7Networks_RH_SomMot_2,7Networks_RH_SomMot_3,7Networks_RH_SomMot_4,7Networks_RH_SomMot_5,7Networks_RH_SomMot_6,7Networks_RH_SomMot_7,7Networks_RH_SomMot_8,7Networks_RH_SomMot_9,7Networks_RH_SomMot_10,7Networks_RH_SomMot_11,7Networks_RH_SomMot_12,7Networks_RH_SomMot_13,7Networks_RH_SomMot_14,7Networks_RH_SomMot_15,7Networks_RH_SomMot_16,7Networks_RH_SomMot_17,7Networks_RH_SomMot_18,7Networks_RH_SomMot_19,7Networks_RH_DorsAttn_Post_1,7Networks_RH_DorsAttn_Post_2,7Networks_RH_DorsAttn_Post_3,7Networks_RH_DorsAttn_Post_4,7Networks_RH_DorsAttn_Post_5,7Networks_RH_DorsAttn_Post_6,7Networks_RH_DorsAttn_Post_7,7Networks_RH_DorsAttn_Post_8,7Networks_RH_DorsAttn_Post_9,7Networks_RH_DorsAttn_Post_10,7Networks_RH_DorsAttn_FEF_1,7Networks_RH_DorsAttn_FEF_2,7Networks_RH_DorsAttn_PrCv_1,7Networks_RH_SalVentAttn_TempOccPar_1,7Networks_RH_SalVentAttn_TempOccPar_2,7Networks_RH_SalVentAttn_TempOccPar_3,7Networks_RH_SalVentAttn_PrC_1,7Networks_RH_SalVentAttn_FrOper_1,7Networks_RH_SalVentAttn_FrOper_2,7Networks_RH_SalVentAttn_FrOper_3,7Networks_RH_SalVentAttn_FrOper_4,7Networks_RH_SalVentAttn_Med_1,7Networks_RH_SalVentAttn_Med_2,7Networks_RH_SalVentAttn_Med_3,7Networks_RH_Limbic_OFC_1,7Networks_RH_Limbic_OFC_2,7Networks_RH_Limbic_OFC_3,7Networks_RH_Limbic_TempPole_1,7Networks_RH_Limbic_TempPole_2,7Networks_RH_Limbic_TempPole_3,7Networks_RH_Cont_Par_1,7Networks_RH_Cont_Par_2,7Networks_RH_Cont_Par_3,7Networks_RH_Cont_Temp_1,7Networks_RH_Cont_PFCv_1,7Networks_RH_Cont_PFCl_1,7Networks_RH_Cont_PFCl_2,7Networks_RH_Cont_PFCl_3,7Networks_RH_Cont_PFCl_4,7Networks_RH_Cont_PFCl_5,7Networks_RH_Cont_PFCl_6,7Networks_RH_Cont_PFCl_7,7Networks_RH_Cont_pCun_1,7Networks_RH_Cont_PFCmp_1,7Networks_RH_Cont_PFCmp_2,7Networks_RH_Cont_PFCmp_3,7Networks_RH_Cont_PFCmp_4,7Networks_RH_Default_Par_1,7Networks_RH_Default_Par_2,7Networks_RH_Default_Par_3,7Networks_RH_Default_Temp_1,7Networks_RH_Default_Temp_2,7Networks_RH_Default_Temp_3,7Networks_RH_Default_Temp_4,7Networks_RH_Default_Temp_5,7Networks_RH_Default_PFCv_1,7Networks_RH_Default_PFCm_1,7Networks_RH_Default_PFCm_2,7Networks_RH_Default_PFCm_3,7Networks_RH_Default_PFCm_4,7Networks_RH_Default_PFCm_5,7Networks_RH_Default_PFCm_6,7Networks_RH_Default_PFCm_7,7Networks_RH_Default_PCC_1,7Networks_RH_Default_PCC_2,7Networks_RH_Default_PCC_3,gene
0.20814859706521188,NA,0.47630209628013326,0,NA,NA,NA,0.01977291006626225,NA,0,NA,0.0576071537277025,NA,NA,0.08027142529954676,0,0.2734896626999895,0.170313906052682,NA,0,NA,0.25482048945291,0,0,0,0,NA,0,0,NA,0.3728022117229628,0.7394520247368115,0.375712102922326,NA,0.152479448471174,0.174735324465617,0,0.333988636448309,0.21043080055195101,0.36512835871229804,0,NA,NA,0.563244311967409,NA,NA,0.2712602445152945,NA,0.23290099078371632,NA,0.244445451488418,0.0012854221833264066,0.37515195575166366,NA,0.0431568150609644,0.44952669603067846,NA,0.380961767740069,NA,0.23440025832305533,NA,0.410442831067718,0.750638396849743,0.011060389453036975,0.02802529630749495,0.089151548286842,NA,0.333051726923313,0.0609160818079817,0,0.41186378197693,0.369419700136315,0,0.07426691688945325,0.0883274850043075,0.30025063313140965,0.40048788406877356,0.18874764481595901,0.255592200178709,0.0482133248371172,0.5977673004526376,0.061353384766163,NA,0.05290114233062025,0.0470650947117945,NA,0,0,NA,0,0.42380770186541594,0,0.248984686873147,0.10387348298680667,0,0.4225408273301593,0.06709720600234476,0.9618171791016525,0.029557709892614,0.2997642928371155,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_Ex1
0.12169239024680276,NA,0.10916268960721778,0.424677003900394,NA,NA,NA,0.1133933889960093,NA,0.1553673585782483,NA,0.06991425942669445,NA,NA,0.005456631837536075,0.388464869098619,0.07405891089603425,0,NA,0.2184633909203605,NA,0.18802520828470848,0.25494075804586636,0.08801668985494006,0.229180429305,0.12960358721899834,NA,0.109515246878181,0.1056667326035332,NA,0,0.03928680847814535,0.0956138264606316,NA,0.053807868990070666,0.183708593147253,0.106128690111669,0.153258379520309,0.0646844502225062,0.136548683870587,0.229987218702799,NA,NA,0.103461730933256,NA,NA,0,NA,0.019768118885449232,NA,0.05818254597065155,0.037814480108948,0.09315644921486836,NA,0,0.019194590764453377,NA,0.05486154240069967,NA,0,NA,0,0.0241486832630407,0.01967559203781535,0.11234245413814128,0.0662675305764493,NA,0.104004667555308,0.305792326206572,0.0897182641776105,0,0.206211483465884,0.21627192416629534,0.05906544654061825,0,0.025066233218619102,0,0.02117120519406079,0,0.00434856832667117,0.09910088710400143,7.7545713839181e-4,NA,0,0,NA,0.261298620865424,0,NA,0,0.07704334064710203,0.06323812318846722,0.14958677212050236,0.11906418675089941,0.24805922688362902,0.24387218245847797,0.122102092023968,0.01616020455808095,0.125782703894667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_Ex2
0.006718600472020044,NA,0.03431082887185675,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0.2685982550017388,0.351603043207624,0.11665778400514135,0.385625747641416,NA,0.21225850981219702,NA,0.10867182151764236,0.227538862323964,0.04169439354746297,0,0.24451329125102153,NA,0.173076835118773,0.386885476825866,NA,0.0342777586858465,0,0,NA,0,0,0,0.103982336737892,0.334063833015687,0.09368622865900345,0.0482127963510075,NA,NA,0.106886657422836,NA,NA,0.1562674513174525,NA,0.16231210045799516,NA,0.20861653501635116,0.09980575380634966,0.062168507044694,NA,0.380942634479277,0.14899061894590027,NA,0.081673123405636,NA,0.17939837227931923,NA,0,0,0,0.284144459918404,0.198571656791767,NA,0.334043301082487,0.245277641248945,0,0.0332938803833725,0,0.033620089473847,0.0880088563375695,0.119965149441488,0.19581304501817967,0.11720016613605011,0.0551599182721095,0,0,0.024767546698211598,0,NA,0.05435198616417125,0.351342628704921,NA,0.157852562550382,0.125765588748656,NA,0.025508272975489767,0.20968083628443368,0.1809449658946095,0.1216371253577645,0.20108870074945784,0.1944645351966872,0.010801305626976267,0,0,0,0.035231259937049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_Ex3
0.2089829799480763,NA,0.2216539098686651,0.441062045029736,NA,NA,NA,0.2452393450803885,NA,0.17668150136885746,NA,0.07945143564095306,NA,NA,0.15420916281932007,0,0.2655869803617005,0,NA,0.1254431308507492,NA,0,0.21742282482666747,0,0.239372332254542,0,NA,0,0.05582975184935033,NA,0.11925738273186604,0.14332108608797256,0,NA,0.08525664530501467,0.0502655869210755,0.435195179187374,0.13427890041025,0.183988865773402,0.2076494725795135,0,NA,NA,0.28144342624428,NA,NA,0.0514966360706242,NA,0.0011531875651537066,NA,0.04883436926654995,9.892039471019634e-4,0.262616818588343,NA,0,0.04322019520328604,NA,0.29364198380340367,NA,0,NA,0,0.0993633900454924,0.158953555135733,0.1443236772100306,0.034425346210419004,NA,0.0620554162984676,0.238784628454569,0,0.224100358895367,0.063692009447865,0,0.05649191895618575,0.293171015408162,0.173085833291787,0.1330512761528675,0.1705259229464328,0.203112888648263,0.236890449064253,0.14012775012325676,0.323239738429876,NA,0,0.0657552604637517,NA,0,0,NA,0,0.020640298871985565,0.061875918091563,0,0,0,0.210790205286915,0.18408097102717175,0.00821374784373365,0,0.10065317807669749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_Ex4
0.1473877318874798,NA,0.07187584988977372,0,NA,NA,NA,0.11447281637902056,NA,0,NA,0,NA,NA,0.12463511645640475,0,0.0538096767390805,0.378259718746828,NA,0.0110718409896685,NA,0.1306127277965286,0.045377506623016005,0.0598110371536942,0.23382562524894,0.08673226885207767,NA,0.417611607266356,0.008071544931230433,NA,0.1874550387397626,0.0447279963150154,0,NA,0,0.1655144826283465,0,0,0,0,0.026292783958158,NA,NA,0,NA,NA,0.14948251407736798,NA,0.09921074277558001,NA,0.12566886153817056,0.5115103803487283,0.172365913443491,NA,0.0505980552527572,0.05494937534655474,NA,0.11433102052069297,NA,0.151232108013554,NA,0,0,0.149389768544447,0.021592889432329808,0,NA,0,0.0720359907935798,0.108371099285665,0,0.121615149830352,0.08007597786792217,0.0082838989966483,0.4389712696090985,0.08809790838148664,0.1921608991067725,0.14028981823061693,0,0.688655372239459,0.008143803281012,0.167672811642054,NA,0,0.107956356526447,NA,0.0391730209875489,0,NA,0.16399834791152934,0.07011240446394561,0.2997589443271935,0,0.10494775467678066,0.091933793539516,0.13629372182582933,0.1426378764585925,0,0.139892745636078,0.2956959419989015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_Ex5
0.05093987142548728,NA,0.003284308273050675,0.100139412121934,NA,NA,NA,0,NA,0.037795507549973066,NA,0.001616289464675725,NA,NA,0.06748415308790776,0,0.0195606783741705,0,NA,0,NA,0.1801013979317295,0,0,0.108803778046677,0.04122449644923447,NA,0.0976754159226817,0.0313559110716057,NA,0.08422635629081024,0.047302395522157106,0,NA,0,0,0,0,0,0,0,NA,NA,0,NA,NA,0.161504819207396,NA,0.07030794861656367,NA,0.076267072719875,0.330666876662427,0.033935480923188197,NA,0.014050141704514,0.009340369225784862,NA,0.0188248518087656,NA,0.08605204261214759,NA,0,0,0.0489620768389685,0.05688117119042365,0,NA,0,0.0282585580937331,0,0,0.15942698359927,0.09399952917093457,0,0.165995344965819,0.07819639806536353,0,0.03169847881934974,0.00298950705234016,0.308503421135059,0,0,NA,0.09571268016511,0.0665060621391542,NA,0.0546842725142554,0.0228669450471338,NA,0.104067082466663,0.04520926947178333,0.341336308563294,0,0.04122515115434307,0,0.043118271310012904,0.06049784866329367,0,0,0.1816649002114395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_Ex6
0.002733269193221757,NA,0.02153768152869685,0,NA,NA,NA,0,NA,0.030256610025661133,NA,0,NA,NA,0.06009190324222942,0.400877609633252,0.023557818215829383,0.106539999279694,NA,0.012962971883594859,NA,0.07669648869391615,0,0.007325826764753567,0,0.041191288652082665,NA,0.0198907262952716,0.024807649722108634,NA,0.03636346110711573,0,0,NA,0,0,0,0.00749833088394532,0.0316726216205863,0.0932083133682325,0,NA,NA,0.0460105194171442,NA,NA,0.2289766427460145,NA,0.2953618970881017,NA,0.1118068931144102,0.12466721199119633,0.013965284536378767,NA,0.220427594214432,0.030952913627111858,NA,0.04385219314648947,NA,0.1177085388072684,NA,0,0,0.01164312267059745,0.06823352555549475,0.03361828298840579,NA,0.0278609046405209,0.054414562730566,0,0,0,0.013537703602420334,0.03900052772649835,0.2254678634741651,0.09023819229276667,0.10398246625852656,0.0073842137125847,0,0,0.0054401630445822325,0,NA,0.04276915605101793,0.131690482460997,NA,0.0648788548875285,0,NA,0.050165566532243334,0.017503935000328267,0.17074526687553399,0.0385979980233232,0.08990518627626214,0,0.013575073102708234,0,0,0.0052756404858562,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_Ex8
0.002843382482005657,NA,0.019021086934566972,0,NA,NA,NA,0,NA,0,NA,0,NA,NA,0.03926711100857098,0.0404020316846185,0,0,NA,0.02202360528439358,NA,0,0,0,0,0,NA,0,4.1330147300627004e-4,NA,0.015419218586099142,0,0,NA,0,0,0,0,0.0418519411398873,0,0,NA,NA,0,NA,NA,0.038660735055013745,NA,0.017745493651958665,NA,0.10624878347358516,0.0078648460378204,0.005901644026690467,NA,0.204631028249528,0.07876390014851795,NA,0.0075208042343445,NA,0.12647328843032463,NA,0.0293623859775548,0,0,0.0799354242602599,0.14973857210792174,NA,0.11827996057966,0.0461083746895492,0,0,0,0,0.096373565005701,0.0135413504013447,0.02604686633152717,0.003564756989579375,0.0057178536829387994,0,0,0.0060146783937639,0,NA,0.04983213242382833,0.0552102008975739,NA,0,0.22959276935128,NA,0.03523915530203396,0.05520116614881016,0.01909352809708095,0.06385531406968155,0.020453855548457765,0.0269688186757615,0,0,0.02892715689334795,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_In1
0.03923450215250451,NA,0.06183965782263045,0.0915410723288518,NA,NA,NA,0.01696430983236145,NA,0.06364577504226616,NA,0.043605921612497094,NA,NA,0.016319620319517305,0,0.1075406075679225,0.0197007421121535,NA,0,NA,0.0376809557439533,0.0026238696516363764,0,0,0,NA,0,0.0072136474883354,NA,0.053163254127950546,0.09278500109993015,0,NA,0.06285345674745883,0.01687333307542635,0.0814035440849084,0,0,0.01700281247943355,0,NA,NA,0.0749348452145522,NA,NA,0.03972507351904875,NA,0.0154559354673597,NA,0,0.024047022184981726,0.016481629747607862,NA,0,0.016561100643379314,NA,0.06584848997458684,NA,0.05309100321390113,NA,0,1.2567736885285e-4,0.0742697125743425,0,0,NA,0,0,0.0981837246834506,0,0.124658814636796,0.006885225988725026,0.028720788783818,0.0096984908837264,0.10189021995599594,0.05354729957671325,0.04311922897828875,0,0,0.07361241006605083,0.02573161879020405,NA,0.03153781528540072,0.00627104487225263,NA,0,0,NA,0,0,0,0,0,0,0.04223417775689897,0.02382494096516275,0.08397854822715085,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_In3
0.022457790747738324,NA,0.03601237808039366,0.0303459493609149,NA,NA,NA,0.0513950920645135,NA,0.0447443030813907,NA,0,NA,NA,0.00132463694095104,0,0.025985136118298058,0,NA,0.01425521688350346,NA,0.0181961291358764,0.056558418664536037,0.02686205384038483,0,0.022028819378580734,NA,0,0.012477834653604566,NA,0.0021619937658145143,0.0447677690001783,0.0362779272177082,NA,0.0527017401327868,0.08374187732181071,0,0.0341189151295986,0.0136924262986473,0,0.0860038025792975,NA,NA,0.0316220178488983,NA,NA,7.9676420622926e-4,NA,0,NA,0,0,0.0026761368550227735,NA,0,0.001380959911997875,NA,0.01387281802886176,NA,0.0063868083089891675,NA,0.0942562932316284,0.01255948437843,0,0,0,NA,0,0,0.0322488692792046,0.0277375173517036,0.120549346218288,0.017589703448891433,0.006557308085507815,0.0083212485420286,0.002857095789061003,0.02663452174405415,0.0065234916294929,0.0555259682538558,0.0653616985592263,0.08649344498091767,0.08811872159086276,NA,0.0237392785631476,0,NA,1.6555206746001e-4,0.147063362971827,NA,0.0260350729883401,0.016964775539754923,0,0.01481475449448915,3.4081042504214995e-4,0.0162949399179653,0.040109813853279636,0.007946135564104666,0.0737096887206174,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,DFC_In4
