7Networks_LH_Vis_1,7Networks_LH_Vis_2,7Networks_LH_Vis_3,7Networks_LH_Vis_4,7Networks_LH_Vis_5,7Networks_LH_Vis_6,7Networks_LH_Vis_7,7Networks_LH_Vis_8,7Networks_LH_Vis_9,7Networks_LH_SomMot_1,7Networks_LH_SomMot_2,7Networks_LH_SomMot_3,7Networks_LH_SomMot_4,7Networks_LH_SomMot_5,7Networks_LH_SomMot_6,7Networks_LH_DorsAttn_Post_1,7Networks_LH_DorsAttn_Post_2,7Networks_LH_DorsAttn_Post_3,7Networks_LH_DorsAttn_Post_4,7Networks_LH_DorsAttn_Post_5,7Networks_LH_DorsAttn_Post_6,7Networks_LH_DorsAttn_PrCv_1,7Networks_LH_DorsAttn_FEF_1,7Networks_LH_SalVentAttn_ParOper_1,7Networks_LH_SalVentAttn_FrOperIns_1,7Networks_LH_SalVentAttn_FrOperIns_2,7Networks_LH_SalVentAttn_PFCl_1,7Networks_LH_SalVentAttn_Med_1,7Networks_LH_SalVentAttn_Med_2,7Networks_LH_SalVentAttn_Med_3,7Networks_LH_Limbic_OFC_1,7Networks_LH_Limbic_TempPole_1,7Networks_LH_Limbic_TempPole_2,7Networks_LH_Cont_Par_1,7Networks_LH_Cont_PFCl_1,7Networks_LH_Cont_pCun_1,7Networks_LH_Cont_Cing_1,7Networks_LH_Default_Temp_1,7Networks_LH_Default_Temp_2,7Networks_LH_Default_Par_1,7Networks_LH_Default_Par_2,7Networks_LH_Default_PFC_1,7Networks_LH_Default_PFC_2,7Networks_LH_Default_PFC_3,7Networks_LH_Default_PFC_4,7Networks_LH_Default_PFC_5,7Networks_LH_Default_PFC_6,7Networks_LH_Default_PFC_7,7Networks_LH_Default_pCunPCC_1,7Networks_LH_Default_pCunPCC_2,7Networks_RH_Vis_1,7Networks_RH_Vis_2,7Networks_RH_Vis_3,7Networks_RH_Vis_4,7Networks_RH_Vis_5,7Networks_RH_Vis_6,7Networks_RH_Vis_7,7Networks_RH_Vis_8,7Networks_RH_SomMot_1,7Networks_RH_SomMot_2,7Networks_RH_SomMot_3,7Networks_RH_SomMot_4,7Networks_RH_SomMot_5,7Networks_RH_SomMot_6,7Networks_RH_SomMot_7,7Networks_RH_SomMot_8,7Networks_RH_DorsAttn_Post_1,7Networks_RH_DorsAttn_Post_2,7Networks_RH_DorsAttn_Post_3,7Networks_RH_DorsAttn_Post_4,7Networks_RH_DorsAttn_Post_5,7Networks_RH_DorsAttn_PrCv_1,7Networks_RH_DorsAttn_FEF_1,7Networks_RH_SalVentAttn_TempOccPar_1,7Networks_RH_SalVentAttn_TempOccPar_2,7Networks_RH_SalVentAttn_FrOperIns_1,7Networks_RH_SalVentAttn_Med_1,7Networks_RH_SalVentAttn_Med_2,7Networks_RH_Limbic_OFC_1,7Networks_RH_Limbic_TempPole_1,7Networks_RH_Cont_Par_1,7Networks_RH_Cont_Par_2,7Networks_RH_Cont_PFCl_1,7Networks_RH_Cont_PFCl_2,7Networks_RH_Cont_PFCl_3,7Networks_RH_Cont_PFCl_4,7Networks_RH_Cont_Cing_1,7Networks_RH_Cont_PFCmp_1,7Networks_RH_Cont_pCun_1,7Networks_RH_Default_Par_1,7Networks_RH_Default_Temp_1,7Networks_RH_Default_Temp_2,7Networks_RH_Default_Temp_3,7Networks_RH_Default_PFCv_1,7Networks_RH_Default_PFCv_2,7Networks_RH_Default_PFCdPFCm_1,7Networks_RH_Default_PFCdPFCm_2,7Networks_RH_Default_PFCdPFCm_3,7Networks_RH_Default_pCunPCC_1,7Networks_RH_Default_pCunPCC_2,cell
0.011995541244784401,0.035418083838105095,0.027683263453034974,0.03856103826856124,0.04876392992689843,0.03731939491911002,0.0379034674940942,0.03612521288470564,0.041318306492219625,0.037039251044151,0.008185449476272137,0.024888362143534324,0.03610274636532557,0.02713287371194622,0.02736297145666782,0.025967436212097576,0.015080292443159215,0.02746108065119323,0.02324907200583242,0.04631461820288977,0.028710276369649644,0.03123300747371719,0.033959377081709104,0.02223678762569203,0.0156591764027435,0.006182574103724711,0.026326440032643148,0.02037352104924484,0.01597252822065469,0.023662875976653525,0.011946219420180816,0.008381873753685046,0.02123396104057465,0.024340795030022816,0.024102296941500727,0.0394108507017638,0.019215395949874776,0.01042274662968604,0.027235315120326568,0.02115109078035437,0.02799964925059451,0.01949866240900909,0.02330256567046557,0.018624344075723415,0.01830137254395082,0.020815441824322812,0.053815464848058936,0.023839103089625693,0.03562986224831273,0.029630806954737635,0.03008073942473899,0.01808248134941784,0.03721046189956071,0.050594151410796435,0.037112296435890015,0.04526320412322379,0.03673816965438685,NA,0.04754964486264306,0.027301295598028998,0.01216734481269363,0.014718687489799891,0.055317278460075614,0.02309453660570883,0.02659986571108573,0.019677452488386416,0.02613798605275208,0.06665303688397403,0.017764000386123174,0.0069194301263314825,0.004305185283974084,0,0.048638382012916676,0.10087697250859472,0.00575308989573626,0,0.03420408477243001,0.0461073442336067,0.010415607505396931,0.011281807219830539,0.06697495223388222,0.05010718992202598,0.020289407323832977,0.05406677606048014,0.04269463402762347,0.015819048288324773,0.04449154126486589,0.02871918509780257,0.03635527021046291,0.007996843321460747,0.012814285939841902,4.5162150256492e-5,0.022465863741115526,0.04228202043962168,0.02016435294995874,0.02985965367185342,0.024510291307970174,0.017269894999247755,0.038311483487839436,0.03956534973512259,Lamp5
0.011115089750955131,0.02010913133002573,0.008993673403769047,0.0033893669563449737,0.007749204836301523,0.0025864596552919892,0.010349317621771912,0.018518943157652082,0.007291137755871398,0.019646082277357882,0.022675540345487275,0.03975918211383384,0.010048749548316721,0.02415485683207943,0.03747198439319176,0.026140463894367385,0.03273010963548185,0.017792175624819436,0.013795555822515373,0.022451070260393325,0.04602555088804518,0.02481564257026717,0.04011928171307364,0.012155111589661607,0.04213358657811674,0.04350250256830052,0.05596028376186452,0.048686559885375943,0.02065305748389615,0.03851909652418507,0.051012538703379046,0.026215586432399733,0.029532451292545794,0.02471829548435784,0.027283470489714964,0.0070444006112670085,0.016899661705454976,0.04635925749511109,0.03188036941540368,0.020997371008696634,0.019033146893921202,0.08604982805555682,0.05443650843791975,0.02634292746835218,0.05465764296130268,0.0378786885171798,0.006397034348536,0.04068660955981798,0.025062993148197894,0.018762252725422875,0.01135230500672898,0.03476988502160822,0.026896005905870442,0.005288007425603992,0.001561688753362885,0.019696456455306887,0.015964363803586647,NA,0.02664327301265885,0.005400378944746567,0,0.018586017740095398,0.02552673164845166,0.03384379067167755,0,0.02045142982729162,0.07003483864106444,0.00690227950620397,0.030829388822416162,0.03307052656610018,0.015427247692309689,0.06115704976042935,0.025224421735153303,0.013723680612714147,0.03437820551512524,0.03316649247999285,0.0361004704753469,0.035404992306726335,0.046107700614690154,0.029031850609216574,0.010781508323806494,0.00535232037552255,0.04691642481478981,0.030168337779308912,0.017748090561773747,0.0040775182401704925,0.004811616783888847,0.04039692598324301,0.029056752389460986,0.00991120188700481,0.04076636607808175,0.03472411955296439,0.05287447848214359,0.04137451470807043,0.03290420190176524,0.03639936398267187,0.055494997510877574,0.04886370211676466,0.02939036655442496,0.04424160121358444,Pax6
0.059803910430228896,0.04010666964469651,0.025809943666179457,0.04334320512328386,0.06116453371874992,0.031881825819127206,0.02596588298046396,0.054844357910769505,0.02762423253371431,0.04483294364540252,0.020461639576938168,0.0447076484783613,0.10084813075069034,0.09139608258751644,0.09207479677538462,0.036751434046547585,0.10987116071110277,0.0511874278289868,0.16655373731829773,0.01560900380530649,0.023079656799673304,0.08344714624384562,0.13295267340185038,0.09866442642901233,0.036382951921021305,0.07896591172137711,0.05507480676149594,0.08604997822412251,0.024389947020477684,0.0966028539550608,0.05120199862746118,0.04735901390539165,0.05864692846206234,0.06591833854621973,0.11349689775618187,0.03784364224809124,0.09406234530281153,0.05800178141002601,0.038121706691367024,0.025751072703733786,0.06177267939681421,0.07285004182598105,0.06786506778201765,0.05202333628504749,0.04886431192137605,0.06526204111774958,0.24374914697269462,0.0574684822250401,0.013143368467829798,0.13183219038403612,0.04299638286996173,0.06266856020200515,0.07622360527315691,0.052450971388848494,0.0854713788717771,0.039951137350806715,0.06753764125724805,NA,0.11517528019539992,0.11920650531009151,0.06634470926309144,0.07873026672536189,0.03596323316727032,0.0631105898512281,0.01197709618306568,0.11690850867211534,0.011966032302562105,0.09146858076796811,0.08669185503451243,0.020908446402392273,0.004182506991990184,0.09590956089163555,0.19119918775264683,0.08556434644251075,0.09829325437802816,0.13655562156717477,0.10936636740734612,0.08103631509047192,0.050249752589150334,0.0813661733721172,0.07582465866008764,0.06712154228126303,0.06650407244400093,0.1112622971096145,0.06128833058136538,0.151562333745456,0.1835076154884082,0.10235283341697361,0.07250406115069448,0.03772429961095464,0.066062924860177355,0.026616521427773536,0.09536228921960588,0.11887691542683064,0.14331258114828443,0.09029421539239763,0.08435473431696426,0.030699487531205754,0.029716863375984833,0.13313064346235035,Vip
0.04951055628471583,0.0036978243619327136,0.01159265350515723,0,8.301432532858088e-4,0.005217460321700007,0.011207983165032543,0.005019438895846433,0.001045846988070915,0.006374450229074816,0.01560361353342072,0.00650436547964857,0.00623821695532992,0.0020403239069314945,0.008269850885132332,0.032404222954462235,0.01632125048998138,0.00975733123484432,0.011612101825130719,5.348113750967875e-4,0.008215757583828268,0.017737613326010277,0.00886732999600547,0.029889393790373267,0.055302620125867966,0.03078382036242906,0.03212799537834421,0.0339231233321551,0.0330365376743063,0.008680925657368947,0.03929368273249378,0.06770446482962497,0.04266731727228925,0.00319331425711455,0.031179973111410998,0.011227323502381786,0.01896999648698896,0.05307757960698373,0.028688830394501274,0.024797805981820104,0.02409245773541539,0.025825127552134272,0.030195757578510167,0.055996940192396955,0.026943570688653978,0.03532104183571156,0.010982659847702022,0.020419334367222042,0.011851237557313014,0.011111470443504226,0.040793487257045985,0.008347573593117443,0.025863426643386606,1.862097088896475e-4,0,0.005650888687317568,0.005008293426496088,NA,0.016402449981311143,0.039362780360845645,0.008352125003882185,0.005141733442220535,0.0016191959893221398,0.003149658297484405,0,0.004134000303030548,0,0.0210152435900211,0.018955606459508566,0.018459469416906207,0.025302570716383557,0,0.015048596109549315,0.012483065326886898,0.023566960255741048,0.03786516757912897,0.030698127661345043,0.0545926545175347,0.04853681103240163,0.042239526327172434,0.026816971969229445,0.035627063596985545,0.047722678459922785,0.02430227488265713,0.07721348833592419,0,2.8559507503845e-5,0.029950254964367522,0.030962252506304907,0.029004630052569348,0.04802853149229663,0.02364306702870091,0.01018917757935159,0.018550671486928568,0.02048719755320118,0.05233641112801177,0.049125532137192306,0.02210094125439335,0.024228867685505962,0.025236680799132393,Sncg
0.037183744025795364,0.02000612409786861,0.02298238233719767,0.010815626672102866,0.01192343600202366,0.008293830371082316,0.021060143891179342,0.01424070462597961,0.016967262139521565,0.021075115370604122,0.02259159254375977,0.03263774353659422,0.011979604579350402,0.01361973088655441,0.013625796276198095,0.026425448152217045,0.013068479294881887,0.0164626747274106,0.013498429480672139,0.012940783890472797,0.023501107498775826,0.013530753374042418,0.00902890890068793,0.015795578547155038,0.0353466060108049,0.0301721420058919,0.01802553551188392,0.016238999897243332,0.021939082384110027,0.008774446607588726,0.031061763215263303,0.027089709830203215,0.02347505811219119,0.012663406528478383,0.012373518377097586,0.022900875251380466,0.007166178954827707,0.014273120177668115,0.019426396020570495,0.019777966400757838,0.017003999569762195,0.046245086746207927,0.012217420929771041,0.0265168415580262,0.025456797564712075,0.01516046714129492,0.019848246434434894,0.01817753397967395,0.01594420968213727,0.012887690158081198,0.038095042903861016,0.012643740884154821,0.012089208194660826,0.004852119112385358,0.0041733286183438505,0.010578684015381498,0.009481605486528212,NA,0.025978708598172584,0.04784703227225602,0.01610082167386515,0.017564351125821328,0.015028362583951745,0.018105838440330816,0.02520509896091928,0.008696204990591776,0.020522671170530634,0,0.010377659242298847,0.020681747519884004,0.05230696543394153,0.03595025309350026,0.03195543929100597,0,0.023539461762571604,0.048580163285539976,0.011801290539898477,0.016777226524847293,0.03997551444627865,0.02893880425579123,0,0.006895457307481753,0.012962251049160767,0.02219721202675317,0.0020593296867076677,0.02203435501494811,0,0.0227162541762755,0.022443925481209083,0.02848972160377165,0.023490302593151085,0.03701779552654838,0.016563760066305513,0.013747647939900657,0.018999287530253046,0.020108179241467784,0.03027014439006065,0.034854445622880724,0.014353567126441587,0.029052277190109867,Lamp5 Lhx6
5.558332253647863e-4,0.03776610956050301,0.023500223863032136,0.04394299694335581,0.027874306712479417,0.02345419939754898,0.03444039659748217,0.06363307477230006,0.04226889959357991,0.01851800468315516,0.032431585852224505,0.12391517080381431,0.10262984437847657,0.11336095770073973,0.1884650712665051,0.014294354762245227,0.055046534116432906,0.061555090826423506,0.06448361895422225,0.010924598232925548,0.04305942645153746,0.11609491393890033,0.17656626535391862,0.01265843752787526,0.02158618518776578,0.009690089082470552,0.011332588451956076,0.09654137630850979,0.05140869378797587,0.23102074186684246,0.034065691623039664,0.025009628090425656,0.018144049374396194,0.0513462783140861,0.02358912632294651,0.01584248085207135,0.1424834531788607,0.018639530747341915,0.029556314510340718,0.02610884483617372,0.035973206041803825,0.04559985481710316,0.04030651427742302,0.02013383939660028,0.02453351331684774,0.0699911412224061,0.10433161764362113,0.11093232380394563,0.0903629012274681,0.06525137252977375,0.002362594346624925,0.009139634622564619,0.040875192266948204,0.018043088055149165,0.02299799578979454,0.07976128318566236,0.010361121395940703,NA,0.02372081329295661,0.001999541933204905,0.005909697372277515,0.07194013644812643,0.19944621525299078,0.1180302358864889,0,0.21531817735097794,0.02145180091541902,0,0.06299378832998259,0.02768012206001251,0.04403315920737569,0.21869079547699866,0.06541579565714044,0.06380862740491208,0,0.030229954689412395,0.06678521389617689,0.1699294631663223,0.009729864624463803,0.014024387828544479,0.11426620697348862,0.16747527568000672,0.011895808989002441,0.0353698583678065,0.07551078088359897,0.15348462277713687,0.14391147172680005,0.1141002195517904,0.004547883859555377,0.05286673138707522,0.020667870972231436,0.03897452347936085,0.027801111117522172,0,0.0684306675960721,0.01840436145452117,0.07455499752931867,0.08790976616968436,0.07668449132317666,0.09846462345356784,L5 ET
0.05121092009952361,0.018466365719186865,0.02908709986399099,0.011548284337660527,0.003731791304543169,0.003196457710912276,0.057144774692687444,0.030218149170144933,0.01898138459256895,0.03316119657738802,0.028734597093772768,0.03333419863604663,0.01565516466496872,0.015369984885994526,0.01772134893690738,0.03985096232088244,0.034590555481346826,0.037860422671416205,0.018927000047626243,0.033189336899078874,0.02242479298754914,0.017908415265995067,0.024672527196987853,0.04707882775319731,0.03970328921283374,0.03293485234242164,0.02481568680914284,0.025242979366019175,0.05120271679583275,0.03410304460298251,0.01886156244320167,0.025238824245268163,0.04021649082562578,0.03859297936689661,0.028328585678257235,0.061349841553451794,0.028272854515040337,0.03515155688626084,0.04243510525602721,0.04994732614968339,0.06919432445096946,0.049426547721165004,0.030894251352974637,0.04028687137910244,0.031263290989111854,0.022051475333195236,0.013734669524153266,0.023019232182586058,0.04340012802544935,0.02310581465310871,0.05999508771160859,0.04043020518995298,0.03634407026851281,0.022236624023354336,0.01343537974708862,0.011898600825377068,0.03051205939844092,NA,0.03242779738753693,0.03412843088281653,0.010507338666235705,0.00527093630657337,0,0.014562332121696085,0.03607236523975699,0.011067103284443807,0.004384329709591465,0.03356120477584216,0.02935700721951592,0.06609437989621877,0.07045870935606062,0.034057411272249025,0.020467720091338466,0.042178167203920924,0.02765785902594992,0.02636590041744529,0.027101097680786997,0.018118617630722842,0.017878012970541243,0.03892001579576063,0.03263434298111759,0.05594924958901237,0.019402850127400804,0.019305137185347408,0.03624286445848811,0.0073983054264951794,0.0031873023246307,0.019798103119593288,0.04771677135058981,0.09312866344434534,0.04045788871824605,0.009834048479490088,0.03698631570538849,0.029381058070985084,0.017231498939268612,0.027727761557100807,0.023420660159993733,0.028767856768345854,0.07122450704875613,0.072094543144727255,L5/6 NP
0.044683628918191005,0.007435909761388453,0.02671609779623067,0.05120179419274271,0.041609755390385555,0.042055044535138184,0.03471270175960648,0.03946652145269048,0.05345653206715596,0.022728811800416786,0.02549252863120656,0.11276815305742392,0.0635798352049689,0.04340474888014204,0.07297660397972423,0.016464710694631995,0.008302420930435794,0.030824364564393806,0.010621420919045095,0.039828458501317346,0.05040008123139091,0.05892044298044341,0.04930560358580619,0.014147591953512575,0.04934133190895912,0.05548760944260402,0.005821397757436289,0.09517881931047949,0.06025476892654667,0.07028320338823861,0.02671783795393654,0.04651669315239376,0.030522409051742225,0.00863471321601656,0.006019322011067385,0.005435633586232385,0.07557314650510265,0.013616603769092952,0.016856113538047716,0.013835095272552172,0.010771419280464838,0.036179658008266016,0.034177570101516966,0.04822564306676679,0.008692206244421158,0.054448911153443365,0.02668160297573164,0.03055805485184121,0.05023681459418756,0.041835779804481714,0.0035114307632172874,0.020376046790562766,0.01722529812327594,0.012860417401703976,0.060684279617945376,0.017047648229612602,0.003289796972140225,NA,0.014301988925808395,0.09505135723048128,0.07516276193322091,0.03904466961883716,0.10447977237565675,0.06216841520397915,0,0.08317381405985615,0,0,0.020168423596453967,0,0.014177873439536257,0.06353065724899244,0.057073695224058814,0.05423643339123241,0.00770772488445421,0.041592158384808856,0.020149579920657114,0.054031768321067715,0.024101417416997395,0.02045040763505998,0.06726234943277457,0.00865390870208369,0.032263201639937296,0.010653633878120568,0.05262615797334622,0.0723624869260801,0.08683261812358445,0.09568184851502448,0.004049004605170332,0.007267999288593403,0.00843373935456606,0.07608836161525248,0,0,0.03948857364547123,0.06152263215929087,0.03275230203517031,0.013904065468659577,0.09844099200471833,0,L6 CT
0.03612979932699125,0.005039220085445477,0.028243661258933756,0.016586605019883204,0.015797081045497603,0.02267937370374533,0.03880678026453368,0.014974384273959328,0.006467643709850249,0.03437047559302407,0.07868471664542429,0.036503556770224904,0.023284188280512416,0.01918976828704846,0.026082707152025222,0.03689765743142949,0.03894703847745622,0.015770741245947607,0.005525127497571884,0.040603651653536445,0.011708024374578846,0.02231361403797682,0.010187653285325934,0.05355444203682112,0.06733820754926842,0.07019730525102905,0.060324391541495874,0.03687460804523144,0.05190998723933861,0.01390512078175602,0.054080380016011065,0.029880815016471617,0.036903108125390625,0.019093100832289666,0.08216110321194564,0.053580002018708155,0.019172132630150468,0.04122617920232575,0.03227778447844492,0.04609762219102479,0.031270043258138695,0.042594455977052616,0.06569678157363604,0.06236196109621379,0.024463652071973607,0.04892700313558639,0.04625334405897171,0.028963929128946776,0.0287050950296955,0.028028902880952545,0.04004211821052751,0.02304803329885289,0.024075122776848864,0.013012952743361405,0.008464682271295106,0,0.021511530024268123,NA,0.03830230521463528,0.1019618995879962,0.08764183624573292,0.03307588055132449,0,0.012924848657434857,0.06225366449098209,0.0122799068391772,0,0.10228217743769112,0.011485336007218122,0.02491491887430294,0.005548752114667416,0.02519722433959957,0.00465857787676813,0.02455978925969977,0.027208230116371628,0.08062952602498193,0.05456705347269252,0.031387992619606335,0.08505166633246615,0.041867598593767305,0,0.032367524465688816,0.03564811237201908,0.036993533350734215,0.01090076428364245,0.018058617899762694,0.01208662326601048,0.04574959427285526,0.03187161495433069,0.02901595733119277,0.03954664472714638,0.0343291197306973,0.051851524143577694,0.0702642011317309,0.06930792067840437,0.05950482472834903,0.04254062073501983,0.03415957915659614,0.021197478733166762,0.026799964402619805,L6b
0.04483538572170013,0.012799945162839967,0.01543140202975469,0.008465392450491268,0.013368759950535929,0.018287273671754704,0.013929960215328694,0.024594598159792817,0.0078076442397846365,0.022258003553805437,0.025239014023753472,0.016711615686910472,0.030441405203017108,0.019707605976508325,0.029023529759457614,0.026000545668930872,0.02772288788964297,0.04634079716210979,0.0810490360689394,0.040701969792498925,0.04279121369125356,0.008483345349249497,0.02320232957627559,0.029268407037699666,0.08174680076751867,0.0575090181292052,0.07207341761919851,0.0877406333454448,0.04626924186242476,0.02571436172219005,0.04884967402863982,0.14273931539121987,0.06551745201335403,0.028203963864572544,0.014959718035882521,0.018721628279888526,0.12543028326325403,0.05650530105060469,0.02293069416074362,0.015458017741910213,0.046960598465990676,0.04487230943999977,0.020793472711876083,0.10110446797576825,0.1032679043635607,0.05477464476583245,0.03103101481812411,0.02174733945570737,0.017900065263447125,0.061319131573752995,0.031185884831964366,0.03457650123289373,0.03808708119825492,0.01637078167711702,0.031237777441229898,0.01139809286945531,0.022056465779622683,NA,0.008226770654327044,0.028261351533940333,0.05118825543237361,0.006551824879183611,0.018010346418867278,0.015104539116248253,0,0.04726903733363267,0.11399859365539176,0,0.07834240964190545,0.010141476807983187,0.047489674148430715,0,0.010889453959819717,0.030763576092304745,0.005822770330628083,0.0336633401286474,0.03449553075554366,0.087900523902761707,0.03751687907995244,0.0532676327485952,0.058791865676147706,0,0.04836489591170488,0.014638850707190194,0.059426454536923544,0,0.061672464607489076,0.09998037899857044,0.02046769479474396,0.05775011764311065,0.055775044429702506,0.05999954721594552,0.030761407728845874,0.0268781902184214,0.008723583813246973,0.08837357571030025,0.03880426858186598,0.03889312250808832,0.03763539361835962,0.05208446202892311,Astro
