17Networks_LH_VisCent_ExStr_1,17Networks_LH_VisCent_ExStr_2,17Networks_LH_VisCent_Striate_1,17Networks_LH_VisCent_ExStr_3,17Networks_LH_VisPeri_ExStrInf_1,17Networks_LH_VisPeri_StriCal_1,17Networks_LH_VisPeri_ExStrSup_1,17Networks_LH_SomMotA_1,17Networks_LH_SomMotA_2,17Networks_LH_SomMotB_Aud_1,17Networks_LH_SomMotB_S2_1,17Networks_LH_SomMotB_S2_2,17Networks_LH_SomMotB_Cent_1,17Networks_LH_DorsAttnA_TempOcc_1,17Networks_LH_DorsAttnA_ParOcc_1,17Networks_LH_DorsAttnA_SPL_1,17Networks_LH_DorsAttnB_PostC_1,17Networks_LH_DorsAttnB_PostC_2,17Networks_LH_DorsAttnB_PostC_3,17Networks_LH_DorsAttnB_FEF_1,17Networks_LH_SalVentAttnA_ParOper_1,17Networks_LH_SalVentAttnA_Ins_1,17Networks_LH_SalVentAttnA_Ins_2,17Networks_LH_SalVentAttnA_ParMed_1,17Networks_LH_SalVentAttnA_FrMed_1,17Networks_LH_SalVentAttnB_PFCl_1,17Networks_LH_SalVentAttnB_PFCmp_1,17Networks_LH_LimbicB_OFC_1,17Networks_LH_LimbicA_TempPole_1,17Networks_LH_LimbicA_TempPole_2,17Networks_LH_ContA_IPS_1,17Networks_LH_ContA_PFCl_1,17Networks_LH_ContA_PFCl_2,17Networks_LH_ContB_PFClv_1,17Networks_LH_ContC_pCun_1,17Networks_LH_ContC_pCun_2,17Networks_LH_ContC_Cingp_1,17Networks_LH_DefaultA_PFCd_1,17Networks_LH_DefaultA_pCunPCC_1,17Networks_LH_DefaultA_PFCm_1,17Networks_LH_DefaultB_Temp_1,17Networks_LH_DefaultB_Temp_2,17Networks_LH_DefaultB_IPL_1,17Networks_LH_DefaultB_PFCd_1,17Networks_LH_DefaultB_PFCl_1,17Networks_LH_DefaultB_PFCv_1,17Networks_LH_DefaultB_PFCv_2,17Networks_LH_DefaultC_Rsp_1,17Networks_LH_DefaultC_PHC_1,17Networks_LH_TempPar_1,17Networks_RH_VisCent_ExStr_1,17Networks_RH_VisCent_ExStr_2,17Networks_RH_VisCent_ExStr_3,17Networks_RH_VisPeri_StriCal_1,17Networks_RH_VisPeri_ExStrInf_1,17Networks_RH_VisPeri_ExStrSup_1,17Networks_RH_SomMotA_1,17Networks_RH_SomMotA_2,17Networks_RH_SomMotA_3,17Networks_RH_SomMotA_4,17Networks_RH_SomMotB_Aud_1,17Networks_RH_SomMotB_S2_1,17Networks_RH_SomMotB_S2_2,17Networks_RH_SomMotB_Cent_1,17Networks_RH_DorsAttnA_TempOcc_1,17Networks_RH_DorsAttnA_ParOcc_1,17Networks_RH_DorsAttnA_SPL_1,17Networks_RH_DorsAttnB_PostC_1,17Networks_RH_DorsAttnB_PostC_2,17Networks_RH_DorsAttnB_FEF_1,17Networks_RH_SalVentAttnA_ParOper_1,17Networks_RH_SalVentAttnA_Ins_1,17Networks_RH_SalVentAttnA_ParMed_1,17Networks_RH_SalVentAttnA_FrMed_1,17Networks_RH_SalVentAttnB_IPL_1,17Networks_RH_SalVentAttnB_PFCl_1,17Networks_RH_SalVentAttnB_PFCmp_1,17Networks_RH_LimbicB_OFC_1,17Networks_RH_LimbicA_TempPole_1,17Networks_RH_ContA_IPS_1,17Networks_RH_ContA_PFCl_1,17Networks_RH_ContA_PFCl_2,17Networks_RH_ContB_Temp_1,17Networks_RH_ContB_IPL_1,17Networks_RH_ContB_PFCld_1,17Networks_RH_ContB_PFClv_1,17Networks_RH_ContC_Cingp_1,17Networks_RH_ContC_pCun_1,17Networks_RH_DefaultA_IPL_1,17Networks_RH_DefaultA_PFCd_1,17Networks_RH_DefaultA_pCunPCC_1,17Networks_RH_DefaultA_PFCm_1,17Networks_RH_DefaultB_PFCd_1,17Networks_RH_DefaultB_PFCv_1,17Networks_RH_DefaultB_PFCv_2,17Networks_RH_DefaultC_Rsp_1,17Networks_RH_DefaultC_PHC_1,17Networks_RH_TempPar_1,17Networks_RH_TempPar_2,17Networks_RH_TempPar_3,gene
0.1481254074441825,0,0,0.09904740466482337,0,0.07466099361924987,0,0,0,0.2805564354304433,0,0.084813927910532,0.520872701787403,0.3519987932842125,0.07010866988409657,0.17339740376753698,0.820970638727973,0.343747036824591,0.1483117671581015,0,0,0.4108983337274286,0.06956170189707342,0.034059832297453,0.02912819458479603,0.1020433100093234,0,0.406659061253739,0.4549264676274502,0.5822842657441379,0.3254936092670973,0.1435877533727915,0.1010862905709905,0.5732758460953091,0.213376804760935,0.2652089145415655,0.126190518256478,0.154786822254644,0.31926506391447534,0.35607395141623216,0.27077481683549337,0.15632351603207767,0.2379627934640846,0.3239240359036079,0,NA,0.1299513133895291,0.016876262416726,0.6694029482792,0.3197170739399935,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIS_Ex1
0.1951305084233915,0.4270364747527577,0.4882931663908825,0.1276982582409861,0.12275621444686767,0.35556785898698545,0.07054951426575218,0.4234833942844096,0.41523029851750926,0.19221256401778242,0.335131724623108,0.10726109190241975,0.238125537195374,0.14837925760949736,0.004678832349084325,0.235058706820697,0.130790442541939,0.128964703059891,0.083865981472341,0.534363384755915,0,0,0.1031430344058822,0.1240623861272435,0.3061038950598836,0.019754580816258468,0.10886569168069533,0,0,0.02628163391529166,0.10093380297482779,0.284218633603863,0.2784987208910915,0.01530763545596012,0.120374910081718,0.001972860471635495,0.320745119090178,0.1432886458979198,0.1793211986117081,0.03494733304270983,0.024129282147065875,0.1016548857069715,0.0718622867254368,0.1027667691767664,0,NA,0.17078352329229204,0.21427404215190152,0,0.023462426409162573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIS_Ex3
0.31294908123252485,0.6072248143219287,0.562700273197636,0.49355015687973675,0.555729831394144,0.597435383374602,0.831939581819074,0.3307004004559244,0.027947971046387875,0.17529541794160058,0,0,0.1748137530953455,0.2392002989211471,0.668972266528778,0.41337921978628533,0.192495079518602,0.184578530903116,0.42511554174387,0,0.213195738581164,0,0.0020561424625218,0.2381802258060035,0,0.10886102972323523,0,0,0,0.054569797419438404,0.367490706564752,0.03596899704030395,0,0.092573579530019,0.664814838099918,0.3785096865037975,0.0964343085192695,0.01183244408774945,0.23449130970610438,0.010015941338073766,7.562302244240888e-4,0.24727611476036368,0.3134004743299158,0.0031853941003189,0,NA,0.04948771914147012,0.258074888759395,0,0.22700844425782524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIS_Ex4
0,0,0,0.049230309213384,0.06925928214336634,0,0,0.0642343299806784,0.16069939338554515,0.08942730372988182,0,0.5004869175890929,0.216088871072031,0.07974267557388555,0.1122701565535085,0.05590921929202173,0,0,0.31674045261771444,0.192600965153899,0.121370726932299,0.040344815180330125,0.2865010112817216,0.4121465717579808,0.6122715370235536,0.306659524561542,0.26607396230009217,0.22147211251591,0.162448771507261,0.15451749024420824,0.2105018574981988,0.300497983089257,0.4294131892471825,0.1017357906786676,0.21480974122447,0.2465645831630575,0.338586911426097,0.3220006161288855,0.12327415114804,0.19505062554257066,0.11625653161695816,0.362575162375086,0.1378748577946336,0.1971325957395815,0.492566935574966,NA,0.23227735344984357,0.2740282939491174,0,0.215700307902514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIS_Ex5
0.004649282713216275,0.08866548185298033,0.0734414827448502,0.012638119656165476,0,0.03285767967438806,0.023150644212961598,0.01623700252855902,0.07429572131433981,0.03314687691803021,0.141485318620124,0.2362366890027845,0,0.024530627217530146,0.0635853743966419,0,0,0,0.070277605555611,0,0,0.09660964371700173,0.13071550366937215,0.088537887423107,0.094079027393851,0.05831009352446493,0.19154298603868716,0.05047676544042111,0,0.04986050370303825,0,0,0.02130513732514295,0.013938214629310542,0,0.08718464517910235,0,0.059032768605202846,0.00389347865501114,0.21570658329045325,0.02834683825351536,0.0240905660718348,0.0018570404031064418,0.07528117327414337,0.159670435396743,NA,0.04528194648716271,0.06953670172194791,0.118228007529073,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIS_Ex6
0,0.014082170878277634,0,0,0,0.0041401594361655854,0,0.01619185961587612,0.01914833923822946,0.025254230801569445,0.106939693250331,0.0709178689577547,0,0.02738575095831903,0.0719874424433897,0,0.04510727891273,0,0,0.00467950222594426,0.28691020340086,0.16383028116330606,0.1666264890897023,0.0275304411654399,0.008110434830756267,0.13277534379449593,0.14140200907703185,0.06940884264526305,0.0707676811864178,0.012691405641264,0,0.05352496590513036,0.12166364410987573,0.0258827513864682,0,0.00287084445745421,0,0.09134006003660125,0.020564355887684613,0.05181037083001604,0.13989250927862656,0,0.03125881937454624,0.01689941091602962,0.32007957371634,NA,0.07787985353513874,0.12117274913731643,0,0.0094958515191889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIS_Ex8
0.021047507143159224,0,0,0,0.03359691694406667,0,0,0,0,0.020092851699880173,0,0,0,0.030003956469813173,0,0,0.131978168688103,0.0230976878927376,0,0.07335135393350936,0.0972946691598721,0.12969674201132067,0.055370977479041794,0,0.0077839618892709675,0.059241873622315,0.1318530680485003,0.13598771029262977,0.19237274097930132,0.0439320155746736,0,0.08225816181332775,0,0.11164802327327988,0,0,0,0.030333461567771725,0.03539831462904378,0.05182115523475063,0.0998398392545605,0,0.03919216061469378,0.06132618673127774,0,NA,0.05835183296902782,0.07233180411380931,0.0697724865108343,0.0190727422949513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIS_In1
0.01498601737780314,0.07664567207380873,0.08400450192820375,0.044134104769161915,0.0461087232244773,0.04408631597931336,0.04876363124429294,0.06874217416968478,0.029594276029294517,0.006418595514922526,0.048489175187439,0.01977694407378725,0.02881860705173395,0.023885990224547786,0.05773091309079885,0.0571003636638967,0,0.00235556368776078,0.03693096351798672,0,0,0.0043499730086953795,0.00857087249010006,0.051294906229207,0.03426581101101901,0,0,0.011599179158868867,0,0.023819909053758838,0.0279738391844734,0,0.011812002051018846,0.014204890711370221,0.0233818836087395,0.02769582320657465,0.0678593718653599,0.01130049062582195,0.01169134157880184,0.00136102900919077,0.0027420881731216873,0.025551225417868237,0.0169150840890011,0.012775174263688752,0,NA,0.01244707137066217,0.0094206982298727,0,0.00725513967736425,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIS_In2
0.003252724418468425,0,0,0.00107445815553905,0.024105745421098734,0.008467520523437758,0.006280613331515241,0,0.04259160747594727,0.007717750377612372,0,0,0,0.010667832292137039,0.00150081864547523,0.006264578813852867,0,0.0059986905931629,0.03499781119708445,0,0.02404943570762325,0.03776626683182942,0.03535351111416414,0.005591711768352185,0.053833485639081004,0.043066542247837805,0.03405980685303228,0.022212694308668925,0.0199812652024927,0.025315772081142388,0.01392778471923445,0,0,0.059755333634212135,0,0.01326643627668285,0.00821969765033161,0.019506227753466998,0.00570861323447138,0.06920473920704821,0.005150485762610225,0.015642016530003484,0.001563472635768248,0.04029234409381368,0.00175755427330709,NA,0.00736889795455189,0.0014387787566900285,0.00323609012502891,0.004211626134152775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIS_In3
0.023038358108036762,0.058989247847628636,0.0304806816933365,0.03445532494331499,0.013483551245169034,0.02480738066448569,0.05578153479686688,0.01438951537292942,0.022468363188262175,0.0244185123959823,0.0562233270596065,0.020511437065029198,0,0.028615347664263942,0.011173470035120375,0.022505313212214523,0,0,0,0.02911433724900695,0,0.02336941235681964,0.017227480919721753,0.0749852085803817,0,0.004647394508218267,0.030510100374790718,0.01625768935926589,4.989771232791699e-4,0.0173720092163513,0.00202440614042576,0.034035444753858154,0.018735192518922,0.0178597533234734,0,0.03202020049952785,0.0859862045771701,0.022072242058095725,0.01269523375055626,0.005328554793138656,0.0014586142233342875,0.0011308988078593566,0.0049469091451810575,0.03177915467317648,0,NA,0.02794748759620732,0.019858118478793787,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIS_In4
0.05100554053818473,0.11012213308907767,0.09121876078384615,0.13034368534039767,0.0439783135175371,0.07453986549835309,0.13136528941838715,0.16792912631962664,0.10296621664693685,0.03599109340208793,0.168247860499689,0.0372260564690151,0.0212265840709732,0.03880129069793225,0.09849991034584103,0.08313533329557424,0.0128425538567123,0.0401047721512529,0.0329149401134249,0.01302436943095105,0.00321227212176027,0,0.01171169511780144,0.104635236907529,0.017151273402708667,0,0,0.003727318701189624,0,0.00818915828649675,0.04329650755807875,0.0154842743840593,0,0.0294535411767466,0.0139594326009046,0.051710231307432,0.0439807558322266,0.010724633837937368,0.03610514075392568,0.004481674015682083,0,0.00217339722682748,0.0401844230196238,0.00691021116275753,0.0565821948518683,NA,0.01194701182441197,0.03468788355798434,0,0.029158364600243576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIS_PVALB
0.018387583347900863,0.005566241073626534,0.0229003907876478,0.00375342174458392,0.0038048485352102,0.024875159668746136,0.02401833650872208,0.01628726608168147,0.0026931364211504874,0.010562201215851462,0,0.0051995518648289,0.0077921715414141,0.020861946294324318,0,0.013198101684825601,0.00171301081923826,0,0.0121143740477442,0.017883508137109448,0,0.020492802411825602,0.01811690206209454,0.019279498911954553,0,0.006489008701161066,0.04230716937575035,0.07359355870599353,0.01282975900219414,0.025654193104803432,0,0.01706424186891764,0.00343291987554215,0.006239022170462056,0.00254408637835816,0.0245701989428239,0.0312173680352684,0.0016143630565469724,0.008986249047128888,0.038537229744566734,0.007904964627965487,0.0093841682341942,0.0026368131343206197,0.01036646169488426,0,NA,0.013806684128378542,0.002889446852534876,0,0.00399984328254715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,VIS_SST
